incident_id,episode_id,observation_id,entity_id,entity_type,opened_at,region,business_unit,severity,symptom_category,onset_shape,blast_radius_band,support_team_id,recent_change_present,vendor_status_at_onset,short_description,state,data_classification
INC-000019,EP-000019,OBS-000019,SVC-0020,APPLICATION_SERVICE,2024-01-01T05:35:00+00:00,AP-NORTHEAST,Support,MEDIUM,connection failure,PERIODIC,CROSS_PLATFORM,TEAM-0020,False,UNKNOWN,Connection Failure affecting Application Service 0020,CLOSED,SYNTHETIC
INC-000020,EP-000020,OBS-000020,SVC-0063,APPLICATION_SERVICE,2024-01-01T05:52:00+00:00,US-WEST,Finance,LOW,request timeout,GRADUAL,CROSS_PLATFORM,TEAM-0063,False,UNKNOWN,Request Timeout affecting Application Service 0063,CLOSED,SYNTHETIC
INC-000021,EP-000021,OBS-000021,SVC-0147,APPLICATION_SERVICE,2024-01-01T06:09:00+00:00,AP-NORTHEAST,Legal,CRITICAL,authentication failure,PERIODIC,CROSS_PLATFORM,TEAM-0027,False,NOT_CHECKED,Authentication Failure affecting Application Service 0147,CLOSED,SYNTHETIC
INC-000022,EP-000022,OBS-000022,SVC-0002,APPLICATION_SERVICE,2024-01-01T06:26:00+00:00,LATAM,Security,LOW,queue delay,GRADUAL,CROSS_PLATFORM,TEAM-0002,False,NOT_CHECKED,Queue Delay affecting Application Service 0002,CLOSED,SYNTHETIC
INC-000023,EP-000023,OBS-000023,SVC-0001,APPLICATION_SERVICE,2024-01-01T06:43:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,latency increase,GRADUAL,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Latency Increase affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000024,EP-000024,OBS-000024,SVC-0012,APPLICATION_SERVICE,2024-01-01T07:00:00+00:00,AP-SOUTH,Sales,HIGH,latency increase,BURST,CROSS_PLATFORM,TEAM-0012,False,NOT_CHECKED,Latency Increase affecting Application Service 0012,CLOSED,SYNTHETIC
INC-000025,EP-000025,OBS-000025,SVC-0070,APPLICATION_SERVICE,2024-01-01T07:17:00+00:00,US-EAST,Support,MEDIUM,latency increase,GRADUAL,CROSS_PLATFORM,TEAM-0070,True,NOT_CHECKED,Latency Increase affecting Application Service 0070,CLOSED,SYNTHETIC
INC-000026,EP-000026,OBS-000026,SVC-0055,APPLICATION_SERVICE,2024-01-01T07:34:00+00:00,US-WEST,Commerce,MEDIUM,queue delay,GRADUAL,CROSS_PLATFORM,TEAM-0055,False,UNKNOWN,Queue Delay affecting Application Service 0055,CLOSED,SYNTHETIC
INC-000027,EP-000027,OBS-000027,SVC-0058,APPLICATION_SERVICE,2024-01-01T07:51:00+00:00,AP-SOUTH,Legal,LOW,latency increase,PERIODIC,CROSS_PLATFORM,TEAM-0058,False,UNKNOWN,Latency Increase affecting Application Service 0058,CLOSED,SYNTHETIC
INC-000028,EP-000028,OBS-000028,SVC-0065,APPLICATION_SERVICE,2024-01-01T08:08:00+00:00,AP-NORTHEAST,Engineering,HIGH,queue delay,BURST,CROSS_PLATFORM,TEAM-0065,False,NOT_CHECKED,Queue Delay affecting Application Service 0065,CLOSED,SYNTHETIC
INC-000029,EP-000029,OBS-000029,SVC-0072,APPLICATION_SERVICE,2024-01-01T08:25:00+00:00,EU-WEST,Commerce,MEDIUM,request timeout,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0072,False,NOT_CHECKED,Request Timeout affecting Application Service 0072,CLOSED,SYNTHETIC
INC-000030,EP-000030,OBS-000030,SVC-0079,APPLICATION_SERVICE,2024-01-01T08:42:00+00:00,US-EAST,Supply Chain,HIGH,authentication failure,PERIODIC,CROSS_PLATFORM,TEAM-0079,True,UNKNOWN,Authentication Failure affecting Application Service 0079,CLOSED,SYNTHETIC
INC-000031,EP-000031,OBS-000031,SVC-0009,APPLICATION_SERVICE,2024-01-01T08:59:00+00:00,AP-NORTHEAST,Commerce,MEDIUM,service degradation,PERIODIC,CROSS_PLATFORM,TEAM-0009,True,NOT_CHECKED,Service Degradation affecting Application Service 0009,CLOSED,SYNTHETIC
INC-000032,EP-000032,OBS-000032,SVC-0004,APPLICATION_SERVICE,2024-01-01T09:16:00+00:00,AP-NORTHEAST,Finance,MEDIUM,transaction failure,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0004,False,UNKNOWN,Transaction Failure affecting Application Service 0004,CLOSED,SYNTHETIC
INC-000033,EP-000033,OBS-000033,SVC-0022,APPLICATION_SERVICE,2024-01-01T09:33:00+00:00,EU-WEST,Engineering,HIGH,service degradation,GRADUAL,CROSS_PLATFORM,TEAM-0022,True,NOT_CHECKED,Service Degradation affecting Application Service 0022,CLOSED,SYNTHETIC
INC-000034,EP-000034,OBS-000034,SVC-0075,APPLICATION_SERVICE,2024-01-01T09:50:00+00:00,LATAM,Legal,HIGH,latency increase,STEP,CROSS_PLATFORM,TEAM-0075,True,NOT_CHECKED,Latency Increase affecting Application Service 0075,CLOSED,SYNTHETIC
INC-000035,EP-000035,OBS-000035,SVC-0036,APPLICATION_SERVICE,2024-01-01T10:07:00+00:00,LATAM,Engineering,MEDIUM,transaction failure,BURST,CROSS_PLATFORM,TEAM-0036,False,UNKNOWN,Transaction Failure affecting Application Service 0036,CLOSED,SYNTHETIC
INC-000036,EP-000036,OBS-000036,SVC-0011,APPLICATION_SERVICE,2024-01-01T10:24:00+00:00,GLOBAL,Manufacturing,MEDIUM,queue delay,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0011,True,NOT_CHECKED,Queue Delay affecting Application Service 0011,CLOSED,SYNTHETIC
INC-000037,EP-000037,OBS-000037,SVC-0011,APPLICATION_SERVICE,2024-01-01T10:41:00+00:00,GLOBAL,Manufacturing,HIGH,transaction failure,GRADUAL,CROSS_PLATFORM,TEAM-0011,False,NOT_CHECKED,Transaction Failure affecting Application Service 0011,CLOSED,SYNTHETIC
INC-000038,EP-000038,OBS-000038,SVC-0013,APPLICATION_SERVICE,2024-01-01T10:58:00+00:00,EU-CENTRAL,HR,MEDIUM,authentication failure,BURST,CROSS_PLATFORM,TEAM-0013,False,NOT_CHECKED,Authentication Failure affecting Application Service 0013,CLOSED,SYNTHETIC
INC-000039,EP-000039,OBS-000039,SVC-0019,APPLICATION_SERVICE,2024-01-01T11:15:00+00:00,LATAM,Support,HIGH,connection failure,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0019,True,NOT_CHECKED,Connection Failure affecting Application Service 0019,CLOSED,SYNTHETIC
INC-000040,EP-000040,OBS-000040,SVC-0052,APPLICATION_SERVICE,2024-01-01T11:32:00+00:00,AP-NORTHEAST,Commerce,MEDIUM,service degradation,GRADUAL,CROSS_PLATFORM,TEAM-0052,False,UNKNOWN,Service Degradation affecting Application Service 0052,CLOSED,SYNTHETIC
INC-000041,EP-000041,OBS-000041,SVC-0143,APPLICATION_SERVICE,2024-01-01T11:49:00+00:00,US-EAST,Engineering,MEDIUM,connection failure,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0023,False,NOT_CHECKED,Connection Failure affecting Application Service 0143,CLOSED,SYNTHETIC
INC-000042,EP-000042,OBS-000042,SVC-0207,APPLICATION_SERVICE,2024-01-01T12:06:00+00:00,AP-SOUTH,Commerce,MEDIUM,connection failure,PERIODIC,CROSS_PLATFORM,TEAM-0087,False,NOT_CHECKED,Connection Failure affecting Application Service 0207,CLOSED,SYNTHETIC
INC-000043,EP-000043,OBS-000043,SVC-0147,APPLICATION_SERVICE,2024-01-01T12:23:00+00:00,AP-NORTHEAST,Legal,HIGH,service degradation,BURST,CROSS_PLATFORM,TEAM-0027,False,NOT_CHECKED,Service Degradation affecting Application Service 0147,CLOSED,SYNTHETIC
INC-000044,EP-000044,OBS-000044,SVC-0024,APPLICATION_SERVICE,2024-01-01T12:40:00+00:00,US-EAST,Corporate,MEDIUM,queue delay,STEP,CROSS_PLATFORM,TEAM-0024,False,UNKNOWN,Queue Delay affecting Application Service 0024,CLOSED,SYNTHETIC
INC-000045,EP-000045,OBS-000045,SVC-0159,APPLICATION_SERVICE,2024-01-01T12:57:00+00:00,LATAM,Corporate,MEDIUM,connection failure,BURST,CROSS_PLATFORM,TEAM-0039,True,UNKNOWN,Connection Failure affecting Application Service 0159,CLOSED,SYNTHETIC
INC-000046,EP-000046,OBS-000046,SVC-0011,APPLICATION_SERVICE,2024-01-01T13:14:00+00:00,GLOBAL,Manufacturing,MEDIUM,service degradation,BURST,CROSS_PLATFORM,TEAM-0011,False,NOT_CHECKED,Service Degradation affecting Application Service 0011,CLOSED,SYNTHETIC
INC-000047,EP-000047,OBS-000047,SVC-0001,APPLICATION_SERVICE,2024-01-01T13:31:00+00:00,AP-SOUTH,Manufacturing,LOW,authentication failure,PERIODIC,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Authentication Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000048,EP-000048,OBS-000048,SVC-0018,APPLICATION_SERVICE,2024-01-01T13:48:00+00:00,LATAM,Support,HIGH,connection failure,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0018,True,NOT_CHECKED,Connection Failure affecting Application Service 0018,CLOSED,SYNTHETIC
INC-000049,EP-000049,OBS-000049,SVC-0002,APPLICATION_SERVICE,2024-01-01T14:05:00+00:00,LATAM,Security,MEDIUM,queue delay,STEP,CROSS_PLATFORM,TEAM-0002,True,UNKNOWN,Queue Delay affecting Application Service 0002,CLOSED,SYNTHETIC
INC-000050,EP-000050,OBS-000050,SVC-0016,APPLICATION_SERVICE,2024-01-01T14:22:00+00:00,AP-SOUTH,HR,LOW,service degradation,BURST,CROSS_PLATFORM,TEAM-0016,True,NOT_CHECKED,Service Degradation affecting Application Service 0016,CLOSED,SYNTHETIC
INC-000051,EP-000051,OBS-000051,SVC-0011,APPLICATION_SERVICE,2024-01-01T14:39:00+00:00,GLOBAL,Manufacturing,LOW,service degradation,STEP,CROSS_PLATFORM,TEAM-0011,True,UNKNOWN,Service Degradation affecting Application Service 0011,CLOSED,SYNTHETIC
INC-000052,EP-000052,OBS-000052,SVC-0018,APPLICATION_SERVICE,2024-01-01T14:56:00+00:00,LATAM,Support,MEDIUM,transaction failure,BURST,CROSS_PLATFORM,TEAM-0018,True,NOT_CHECKED,Transaction Failure affecting Application Service 0018,CLOSED,SYNTHETIC
INC-000053,EP-000053,OBS-000053,SVC-0025,APPLICATION_SERVICE,2024-01-01T15:13:00+00:00,US-EAST,Corporate,LOW,queue delay,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0025,True,UNKNOWN,Queue Delay affecting Application Service 0025,CLOSED,SYNTHETIC
INC-000054,EP-000054,OBS-000054,SVC-0032,APPLICATION_SERVICE,2024-01-01T15:30:00+00:00,EU-CENTRAL,Data,LOW,request timeout,STEP,CROSS_PLATFORM,TEAM-0032,True,UNKNOWN,Request Timeout affecting Application Service 0032,CLOSED,SYNTHETIC
INC-000055,EP-000055,OBS-000055,SVC-0039,APPLICATION_SERVICE,2024-01-01T15:47:00+00:00,EU-WEST,Supply Chain,MEDIUM,queue delay,GRADUAL,CROSS_PLATFORM,TEAM-0039,False,UNKNOWN,Queue Delay affecting Application Service 0039,CLOSED,SYNTHETIC
INC-000056,EP-000056,OBS-000056,SVC-0178,APPLICATION_SERVICE,2024-01-01T16:04:00+00:00,AP-SOUTH,Commerce,HIGH,request timeout,BURST,CROSS_PLATFORM,TEAM-0058,False,UNKNOWN,Request Timeout affecting Application Service 0178,CLOSED,SYNTHETIC
INC-000057,EP-000057,OBS-000057,SVC-0185,APPLICATION_SERVICE,2024-01-01T16:21:00+00:00,EU-CENTRAL,Security,MEDIUM,request timeout,BURST,CROSS_PLATFORM,TEAM-0065,True,NOT_CHECKED,Request Timeout affecting Application Service 0185,CLOSED,SYNTHETIC
INC-000058,EP-000058,OBS-000058,SVC-0192,APPLICATION_SERVICE,2024-01-01T16:38:00+00:00,GLOBAL,Security,MEDIUM,latency increase,PERIODIC,CROSS_PLATFORM,TEAM-0072,False,NOT_CHECKED,Latency Increase affecting Application Service 0192,CLOSED,SYNTHETIC
INC-000059,EP-000059,OBS-000059,SVC-0199,APPLICATION_SERVICE,2024-01-01T16:55:00+00:00,AP-NORTHEAST,Data,HIGH,latency increase,PERIODIC,CROSS_PLATFORM,TEAM-0079,True,NOT_CHECKED,Latency Increase affecting Application Service 0199,CLOSED,SYNTHETIC
INC-000060,EP-000060,OBS-000060,SVC-0206,APPLICATION_SERVICE,2024-01-01T17:12:00+00:00,EU-CENTRAL,Supply Chain,LOW,latency increase,BURST,CROSS_PLATFORM,TEAM-0086,False,UNKNOWN,Latency Increase affecting Application Service 0206,CLOSED,SYNTHETIC
INC-000061,EP-000061,OBS-000061,SVC-0213,APPLICATION_SERVICE,2024-01-01T17:29:00+00:00,US-EAST,Finance,MEDIUM,latency increase,GRADUAL,CROSS_PLATFORM,TEAM-0093,False,NOT_CHECKED,Latency Increase affecting Application Service 0213,CLOSED,SYNTHETIC
INC-000062,EP-000062,OBS-000062,SVC-0220,APPLICATION_SERVICE,2024-01-01T17:46:00+00:00,EU-CENTRAL,Engineering,MEDIUM,authentication failure,STEP,CROSS_PLATFORM,TEAM-0100,False,NOT_CHECKED,Authentication Failure affecting Application Service 0220,CLOSED,SYNTHETIC
INC-000063,EP-000063,OBS-000063,SVC-0227,APPLICATION_SERVICE,2024-01-01T18:03:00+00:00,EU-CENTRAL,Support,MEDIUM,queue delay,STEP,CROSS_PLATFORM,TEAM-0107,False,NOT_CHECKED,Queue Delay affecting Application Service 0227,CLOSED,SYNTHETIC
INC-000064,EP-000064,OBS-000064,SVC-0045,APPLICATION_SERVICE,2024-01-01T18:20:00+00:00,GLOBAL,Supply Chain,MEDIUM,authentication failure,BURST,CROSS_PLATFORM,TEAM-0045,False,NOT_CHECKED,Authentication Failure affecting Application Service 0045,CLOSED,SYNTHETIC
INC-000065,EP-000065,OBS-000065,SVC-0052,APPLICATION_SERVICE,2024-01-01T18:37:00+00:00,AP-NORTHEAST,Commerce,MEDIUM,transaction failure,BURST,CROSS_PLATFORM,TEAM-0052,False,NOT_CHECKED,Transaction Failure affecting Application Service 0052,CLOSED,SYNTHETIC
INC-000066,EP-000066,OBS-000066,SVC-0059,APPLICATION_SERVICE,2024-01-01T18:54:00+00:00,US-EAST,Support,MEDIUM,service degradation,BURST,CROSS_PLATFORM,TEAM-0059,True,NOT_CHECKED,Service Degradation affecting Application Service 0059,CLOSED,SYNTHETIC
INC-000067,EP-000067,OBS-000067,SVC-0066,APPLICATION_SERVICE,2024-01-01T19:11:00+00:00,AP-SOUTH,Security,HIGH,service degradation,PERIODIC,CROSS_PLATFORM,TEAM-0066,False,UNKNOWN,Service Degradation affecting Application Service 0066,CLOSED,SYNTHETIC
INC-000068,EP-000068,OBS-000068,SVC-0073,APPLICATION_SERVICE,2024-01-01T19:28:00+00:00,LATAM,Manufacturing,HIGH,authentication failure,BURST,CROSS_PLATFORM,TEAM-0073,True,NOT_CHECKED,Authentication Failure affecting Application Service 0073,CLOSED,SYNTHETIC
INC-000069,EP-000069,OBS-000069,SVC-0080,APPLICATION_SERVICE,2024-01-01T19:45:00+00:00,AP-SOUTH,Security,MEDIUM,service degradation,STEP,CROSS_PLATFORM,TEAM-0080,False,UNKNOWN,Service Degradation affecting Application Service 0080,CLOSED,SYNTHETIC
INC-000070,EP-000070,OBS-000070,SVC-0087,APPLICATION_SERVICE,2024-01-01T20:02:00+00:00,EU-WEST,HR,HIGH,transaction failure,GRADUAL,CROSS_PLATFORM,TEAM-0087,False,NOT_CHECKED,Transaction Failure affecting Application Service 0087,CLOSED,SYNTHETIC
INC-000071,EP-000071,OBS-000071,SVC-0094,APPLICATION_SERVICE,2024-01-01T20:19:00+00:00,EU-WEST,Security,HIGH,queue delay,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0094,True,NOT_CHECKED,Queue Delay affecting Application Service 0094,CLOSED,SYNTHETIC
INC-000072,EP-000072,OBS-000072,SVC-0101,APPLICATION_SERVICE,2024-01-01T20:36:00+00:00,LATAM,Corporate,LOW,service degradation,GRADUAL,CROSS_PLATFORM,TEAM-0101,False,UNKNOWN,Service Degradation affecting Application Service 0101,CLOSED,SYNTHETIC
INC-000073,EP-000073,OBS-000073,SVC-0108,APPLICATION_SERVICE,2024-01-01T20:53:00+00:00,US-WEST,Security,LOW,queue delay,BURST,CROSS_PLATFORM,TEAM-0108,False,UNKNOWN,Queue Delay affecting Application Service 0108,CLOSED,SYNTHETIC
INC-000074,EP-000074,OBS-000074,SVC-0115,APPLICATION_SERVICE,2024-01-01T21:10:00+00:00,US-EAST,Support,HIGH,connection failure,GRADUAL,CROSS_PLATFORM,TEAM-0115,False,UNKNOWN,Connection Failure affecting Application Service 0115,CLOSED,SYNTHETIC
INC-000075,EP-000075,OBS-000075,SVC-0006,APPLICATION_SERVICE,2024-01-01T21:27:00+00:00,US-WEST,Data,MEDIUM,queue delay,PERIODIC,CROSS_PLATFORM,TEAM-0006,True,UNKNOWN,Queue Delay affecting Application Service 0006,CLOSED,SYNTHETIC
INC-000076,EP-000076,OBS-000076,SVC-0007,APPLICATION_SERVICE,2024-01-01T21:44:00+00:00,EU-WEST,Supply Chain,LOW,connection failure,BURST,CROSS_PLATFORM,TEAM-0007,False,NOT_CHECKED,Connection Failure affecting Application Service 0007,CLOSED,SYNTHETIC
INC-000077,EP-000077,OBS-000077,SVC-0030,APPLICATION_SERVICE,2024-01-01T22:01:00+00:00,EU-WEST,Commerce,LOW,queue delay,GRADUAL,CROSS_PLATFORM,TEAM-0030,False,UNKNOWN,Queue Delay affecting Application Service 0030,CLOSED,SYNTHETIC
INC-000078,EP-000078,OBS-000078,SVC-0007,APPLICATION_SERVICE,2024-01-01T22:18:00+00:00,EU-WEST,Supply Chain,HIGH,connection failure,STEP,CROSS_PLATFORM,TEAM-0007,False,UNKNOWN,Connection Failure affecting Application Service 0007,CLOSED,SYNTHETIC
INC-000079,EP-000079,OBS-000079,SVC-0006,APPLICATION_SERVICE,2024-01-01T22:35:00+00:00,US-WEST,Data,HIGH,request timeout,BURST,CROSS_PLATFORM,TEAM-0006,False,NOT_CHECKED,Request Timeout affecting Application Service 0006,CLOSED,SYNTHETIC
INC-000080,EP-000080,OBS-000080,SVC-0015,APPLICATION_SERVICE,2024-01-01T22:52:00+00:00,LATAM,Data,LOW,request timeout,PERIODIC,CROSS_PLATFORM,TEAM-0015,True,UNKNOWN,Request Timeout affecting Application Service 0015,CLOSED,SYNTHETIC
INC-000081,EP-000081,OBS-000081,SVC-0007,APPLICATION_SERVICE,2024-01-01T23:09:00+00:00,EU-WEST,Supply Chain,LOW,queue delay,PERIODIC,CROSS_PLATFORM,TEAM-0007,False,NOT_CHECKED,Queue Delay affecting Application Service 0007,CLOSED,SYNTHETIC
INC-000082,EP-000082,OBS-000082,SVC-0004,APPLICATION_SERVICE,2024-01-01T23:26:00+00:00,AP-NORTHEAST,Finance,LOW,transaction failure,GRADUAL,CROSS_PLATFORM,TEAM-0004,False,NOT_CHECKED,Transaction Failure affecting Application Service 0004,CLOSED,SYNTHETIC
INC-000083,EP-000083,OBS-000083,SVC-0005,APPLICATION_SERVICE,2024-01-01T23:43:00+00:00,GLOBAL,Sales,HIGH,latency increase,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0005,False,UNKNOWN,Latency Increase affecting Application Service 0005,CLOSED,SYNTHETIC
INC-000084,EP-000084,OBS-000084,SVC-0025,APPLICATION_SERVICE,2024-01-02T00:00:00+00:00,US-EAST,Corporate,MEDIUM,service degradation,BURST,CROSS_PLATFORM,TEAM-0025,False,UNKNOWN,Service Degradation affecting Application Service 0025,CLOSED,SYNTHETIC
INC-000085,EP-000085,OBS-000085,SVC-0004,APPLICATION_SERVICE,2024-01-02T00:17:00+00:00,AP-NORTHEAST,Finance,LOW,request timeout,BURST,CROSS_PLATFORM,TEAM-0004,False,NOT_CHECKED,Request Timeout affecting Application Service 0004,CLOSED,SYNTHETIC
INC-000086,EP-000086,OBS-000086,SVC-0022,APPLICATION_SERVICE,2024-01-02T00:34:00+00:00,EU-WEST,Engineering,MEDIUM,latency increase,BURST,CROSS_PLATFORM,TEAM-0022,False,NOT_CHECKED,Latency Increase affecting Application Service 0022,CLOSED,SYNTHETIC
INC-000087,EP-000087,OBS-000087,SVC-0021,APPLICATION_SERVICE,2024-01-02T00:51:00+00:00,EU-WEST,Corporate,LOW,service degradation,STEP,CROSS_PLATFORM,TEAM-0021,True,NOT_CHECKED,Service Degradation affecting Application Service 0021,CLOSED,SYNTHETIC
INC-000088,EP-000088,OBS-000088,SVC-0012,APPLICATION_SERVICE,2024-01-02T01:08:00+00:00,AP-SOUTH,Sales,HIGH,request timeout,PERIODIC,CROSS_PLATFORM,TEAM-0012,False,NOT_CHECKED,Request Timeout affecting Application Service 0012,CLOSED,SYNTHETIC
INC-000089,EP-000089,OBS-000089,SVC-0014,APPLICATION_SERVICE,2024-01-02T01:25:00+00:00,AP-NORTHEAST,Security,MEDIUM,connection failure,PERIODIC,CROSS_PLATFORM,TEAM-0014,False,NOT_CHECKED,Connection Failure affecting Application Service 0014,CLOSED,SYNTHETIC
INC-000090,EP-000090,OBS-000090,SVC-0002,APPLICATION_SERVICE,2024-01-02T01:42:00+00:00,LATAM,Security,MEDIUM,request timeout,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0002,False,NOT_CHECKED,Request Timeout affecting Application Service 0002,CLOSED,SYNTHETIC
INC-000091,EP-000091,OBS-000091,SVC-0019,APPLICATION_SERVICE,2024-01-02T01:59:00+00:00,LATAM,Support,LOW,latency increase,GRADUAL,CROSS_PLATFORM,TEAM-0019,True,UNKNOWN,Latency Increase affecting Application Service 0019,CLOSED,SYNTHETIC
INC-000092,EP-000092,OBS-000092,SVC-0006,APPLICATION_SERVICE,2024-01-02T02:16:00+00:00,US-WEST,Data,MEDIUM,service degradation,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0006,False,NOT_CHECKED,Service Degradation affecting Application Service 0006,CLOSED,SYNTHETIC
