change_id,entity_id,implemented_at,risk,change_type,state,data_classification
CHG-000114,COMP-0169,2024-01-02T06:44:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000115,COMP-0176,2024-01-02T06:00:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000116,COMP-0183,2024-01-02T05:48:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000119,DATA-0150,2024-01-02T06:58:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000123,DATA-0018,2024-01-02T07:44:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000134,POL-0034,2024-01-02T13:14:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000135,POL-0041,2024-01-02T12:55:00+00:00,HIGH,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000138,POL-0062,2024-01-02T13:18:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000139,POL-0069,2024-01-02T12:06:00+00:00,HIGH,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000140,POL-0006,2024-01-02T14:38:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000141,POL-0013,2024-01-02T15:11:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000145,POL-0041,2024-01-02T15:08:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000149,POL-0002,2024-01-02T15:04:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000153,DATA-0072,2024-01-02T18:27:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000154,DATA-0079,2024-01-02T17:58:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000162,POL-0036,2024-01-02T20:25:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000166,POL-0064,2024-01-02T21:36:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000177,VENDOR-0001,2024-01-03T00:59:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000178,VENDOR-0008,2024-01-03T00:01:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000183,VENDOR-0043,2024-01-03T02:25:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000189,INFRA-0084,2024-01-03T02:25:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000194,VENDOR-0007,2024-01-03T03:56:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000197,VENDOR-0028,2024-01-03T05:09:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000198,VENDOR-0035,2024-01-03T05:05:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000201,COMP-0283,2024-01-03T06:53:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000205,COMP-0311,2024-01-03T08:54:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000207,COMP-0325,2024-01-03T08:44:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000210,COMP-0346,2024-01-03T08:07:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000225,DATA-0052,2024-01-03T12:58:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000231,POL-0008,2024-01-03T16:22:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000235,POL-0036,2024-01-03T16:14:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000236,POL-0043,2024-01-03T15:23:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000238,POL-0057,2024-01-03T18:50:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000240,POL-0001,2024-01-03T19:07:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000243,INFRA-0025,2024-01-03T20:07:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000244,INFRA-0032,2024-01-03T17:55:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000245,INFRA-0039,2024-01-03T19:10:00+00:00,HIGH,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000247,INFRA-0053,2024-01-03T20:48:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000249,INFRA-0067,2024-01-03T20:09:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000250,INFRA-0074,2024-01-03T20:02:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000251,INFRA-0081,2024-01-03T20:56:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000253,INFRA-0095,2024-01-03T21:35:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000261,COMP-0403,2024-01-04T01:06:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000263,COMP-0417,2024-01-04T01:29:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000268,COMP-0452,2024-01-04T02:12:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000276,COMP-0008,2024-01-04T03:59:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000278,COMP-0022,2024-01-04T04:50:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000280,COMP-0036,2024-01-04T05:42:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000290,INFRA-0087,2024-01-04T08:57:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000295,INFRA-0122,2024-01-04T08:36:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000301,INFRA-0024,2024-01-04T12:34:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000310,INFRA-0087,2024-01-04T13:11:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000317,INFRA-0136,2024-01-04T16:51:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000319,INFRA-0010,2024-01-04T16:32:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000321,INFRA-0024,2024-01-04T17:51:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000322,INFRA-0031,2024-01-04T18:44:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000324,INFRA-0045,2024-01-04T18:16:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000329,VENDOR-0030,2024-01-04T17:49:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000337,VENDOR-0026,2024-01-04T21:57:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000342,VENDOR-0001,2024-01-04T23:03:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000345,VENDOR-0022,2024-01-04T23:16:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000347,VENDOR-0036,2024-01-04T23:20:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000351,VENDOR-0004,2024-01-05T01:16:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000360,VENDOR-0007,2024-01-05T05:15:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000367,VENDOR-0056,2024-01-05T07:26:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000370,VENDOR-0017,2024-01-05T08:04:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000371,VENDOR-0024,2024-01-05T06:37:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000372,VENDOR-0031,2024-01-05T05:58:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000383,INFRA-0107,2024-01-05T11:07:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000387,INFRA-0135,2024-01-05T11:53:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000391,INFRA-0023,2024-01-05T12:42:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000396,INFRA-0058,2024-01-05T15:11:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000398,INFRA-0072,2024-01-05T13:32:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000402,INFRA-0100,2024-01-05T16:13:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000405,INFRA-0121,2024-01-05T17:41:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000416,INFRA-0058,2024-01-05T19:27:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000418,INFRA-0072,2024-01-05T21:05:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000421,INFRA-0093,2024-01-05T20:20:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000424,INFRA-0114,2024-01-05T23:28:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000425,INFRA-0121,2024-01-05T22:54:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000430,INFRA-0016,2024-01-05T22:27:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000433,INFRA-0037,2024-01-06T00:32:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000437,INFRA-0065,2024-01-06T01:38:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000441,INFRA-0093,2024-01-06T03:56:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000443,INFRA-0107,2024-01-06T04:14:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000451,VENDOR-0011,2024-01-06T05:52:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000456,VENDOR-0046,2024-01-06T06:06:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000458,VENDOR-0060,2024-01-06T08:12:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000459,VENDOR-0007,2024-01-06T08:42:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000461,VENDOR-0021,2024-01-06T07:32:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000462,VENDOR-0028,2024-01-06T08:06:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000467,VENDOR-0003,2024-01-06T10:50:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000468,VENDOR-0010,2024-01-06T11:56:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000470,VENDOR-0024,2024-01-06T11:50:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000478,VENDOR-0020,2024-01-06T12:49:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000493,VENDOR-0005,2024-01-06T16:22:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000496,VENDOR-0026,2024-01-06T18:34:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000497,VENDOR-0033,2024-01-06T18:12:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000509,VENDOR-0057,2024-01-06T21:06:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000518,VENDOR-0060,2024-01-06T23:48:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000527,COMP-0460,2024-01-07T04:25:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000530,COMP-0481,2024-01-07T04:55:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000533,COMP-0002,2024-01-07T06:20:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000536,COMP-0023,2024-01-07T05:23:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000538,COMP-0037,2024-01-07T07:39:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000539,COMP-0044,2024-01-07T06:20:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000550,COMP-0121,2024-01-07T08:31:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000554,COMP-0149,2024-01-07T11:37:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000555,COMP-0156,2024-01-07T10:49:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000558,COMP-0177,2024-01-07T11:21:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000566,COMP-0233,2024-01-07T13:29:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000567,COMP-0240,2024-01-07T15:24:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000568,COMP-0247,2024-01-07T14:28:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000569,COMP-0254,2024-01-07T16:30:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000570,COMP-0261,2024-01-07T15:07:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000574,COMP-0289,2024-01-07T17:16:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000578,COMP-0317,2024-01-07T17:36:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000585,COMP-0366,2024-01-07T20:13:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000586,COMP-0373,2024-01-07T19:03:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000587,COMP-0380,2024-01-07T19:27:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000599,COMP-0464,2024-01-07T23:38:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000601,COMP-0478,2024-01-08T01:22:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000605,COMP-0006,2024-01-08T02:55:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000607,COMP-0020,2024-01-08T02:02:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000608,COMP-0027,2024-01-08T01:26:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000610,COMP-0041,2024-01-08T02:06:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000611,COMP-0048,2024-01-08T03:08:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000615,COMP-0076,2024-01-08T03:21:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000617,COMP-0090,2024-01-08T04:54:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000624,DATA-0045,2024-01-08T05:47:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000631,DATA-0094,2024-01-08T10:17:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000632,DATA-0101,2024-01-08T08:32:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000634,DATA-0115,2024-01-08T10:27:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000636,DATA-0129,2024-01-08T09:08:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000644,DATA-0055,2024-01-08T12:10:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000652,DATA-0111,2024-01-08T14:32:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000655,DATA-0132,2024-01-08T16:39:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000660,DATA-0007,2024-01-08T15:35:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000670,DATA-0077,2024-01-08T18:42:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000677,POL-0045,2024-01-08T22:38:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000684,POL-0024,2024-01-08T23:40:00+00:00,HIGH,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000687,POL-0045,2024-01-09T00:52:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000691,POL-0003,2024-01-09T02:23:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000695,POL-0031,2024-01-09T01:51:00+00:00,HIGH,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000697,POL-0045,2024-01-09T03:59:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000707,POL-0045,2024-01-09T05:31:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000714,POL-0024,2024-01-09T09:42:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000715,POL-0031,2024-01-09T09:20:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000716,POL-0038,2024-01-09T07:30:00+00:00,HIGH,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000719,POL-0059,2024-01-09T08:58:00+00:00,HIGH,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000720,POL-0066,2024-01-09T08:45:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000721,COMP-0021,2024-01-09T10:22:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000723,COMP-0035,2024-01-09T11:18:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000729,COMP-0077,2024-01-09T12:03:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000730,COMP-0084,2024-01-09T13:00:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000736,COMP-0126,2024-01-09T14:41:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000738,COMP-0140,2024-01-09T13:53:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000739,COMP-0147,2024-01-09T15:31:00+00:00,HIGH,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000740,COMP-0154,2024-01-09T16:04:00+00:00,HIGH,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000741,COMP-0161,2024-01-09T16:14:00+00:00,HIGH,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000744,COMP-0182,2024-01-09T15:51:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000747,COMP-0203,2024-01-09T16:24:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000748,COMP-0210,2024-01-09T17:44:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000753,COMP-0245,2024-01-09T18:41:00+00:00,HIGH,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000755,COMP-0259,2024-01-09T19:30:00+00:00,HIGH,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000757,COMP-0273,2024-01-09T20:10:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000759,COMP-0287,2024-01-09T21:29:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000761,COMP-0301,2024-01-09T22:16:00+00:00,HIGH,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000762,COMP-0308,2024-01-09T23:07:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000766,COMP-0336,2024-01-09T23:40:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000767,COMP-0343,2024-01-09T22:30:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000769,COMP-0357,2024-01-09T22:33:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000774,COMP-0392,2024-01-10T01:53:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000775,COMP-0399,2024-01-10T00:30:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000776,COMP-0406,2024-01-10T01:18:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000780,COMP-0434,2024-01-10T02:04:00+00:00,MEDIUM,POLICY,IMPLEMENTED,SYNTHETIC
CHG-000785,CLOUD-0016,2024-01-10T04:17:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000786,CLOUD-0023,2024-01-10T05:46:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000811,CLOUD-0198,2024-01-10T12:18:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000821,CLOUD-0268,2024-01-10T13:36:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000829,CLOUD-0324,2024-01-10T17:12:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000830,CLOUD-0331,2024-01-10T17:19:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000832,CLOUD-0345,2024-01-10T16:25:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000838,CLOUD-0037,2024-01-10T19:32:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000843,CLOUD-0072,2024-01-10T20:28:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000847,CLOUD-0100,2024-01-10T21:43:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000853,CLOUD-0142,2024-01-10T23:54:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000855,COMP-0062,2024-01-11T01:03:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000859,COMP-0090,2024-01-11T02:40:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000862,COMP-0111,2024-01-11T01:34:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000867,COMP-0146,2024-01-11T03:38:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-000868,COMP-0153,2024-01-11T02:49:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
