observation_id,episode_id,entity_id,metric_id,breach_direction,observed_at,severity,value_band,data_classification
OBS-000102,EP-000102,SVC-0001,request_timeout_rate,UP,2024-01-02T04:57:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000103,EP-000103,SVC-0008,queue_depth,UP,2024-01-02T05:14:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000104,EP-000104,SVC-0012,request_timeout_rate,UP,2024-01-02T05:31:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000105,EP-000105,SVC-0007,request_timeout_rate,UP,2024-01-02T05:48:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000106,EP-000106,SVC-0113,queue_depth,UP,2024-01-02T06:05:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000107,EP-000107,SVC-0120,request_latency_ms,UP,2024-01-02T06:22:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000108,EP-000108,SVC-0127,request_timeout_rate,UP,2024-01-02T06:39:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000109,EP-000109,SVC-0134,transaction_failure_rate,UP,2024-01-02T06:56:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000110,EP-000110,SVC-0141,request_timeout_rate,UP,2024-01-02T07:13:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000111,EP-000111,SVC-0148,queue_depth,UP,2024-01-02T07:30:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000112,EP-000112,SVC-0155,request_timeout_rate,UP,2024-01-02T07:47:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000113,EP-000113,SVC-0162,service_error_rate,UP,2024-01-02T08:04:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000114,EP-000114,SVC-0169,service_error_rate,UP,2024-01-02T08:21:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000115,EP-000115,SVC-0176,request_timeout_rate,UP,2024-01-02T08:38:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000116,EP-000116,SVC-0183,request_timeout_rate,UP,2024-01-02T08:55:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000117,EP-000117,SVC-0190,transaction_failure_rate,UP,2024-01-02T09:12:00+00:00,CRITICAL,SEVERE,SYNTHETIC
OBS-000118,EP-000118,SVC-0197,queue_depth,UP,2024-01-02T09:29:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000119,EP-000119,SVC-0031,connection_failure_rate,UP,2024-01-02T09:46:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000120,EP-000120,SVC-0024,queue_depth,UP,2024-01-02T10:03:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000121,EP-000121,SVC-0159,queue_depth,UP,2024-01-02T10:20:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000122,EP-000122,SVC-0011,connection_failure_rate,UP,2024-01-02T10:37:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000123,EP-000123,SVC-0005,request_timeout_rate,UP,2024-01-02T10:54:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000124,EP-000124,SVC-0025,transaction_failure_rate,UP,2024-01-02T11:11:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000125,EP-000125,SVC-0007,queue_depth,UP,2024-01-02T11:28:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000126,EP-000126,SVC-0162,queue_depth,UP,2024-01-02T11:45:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000127,EP-000127,SVC-0016,request_timeout_rate,UP,2024-01-02T12:02:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000128,EP-000128,SVC-0097,connection_failure_rate,UP,2024-01-02T12:19:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000129,EP-000129,SVC-0035,service_error_rate,UP,2024-01-02T12:36:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000130,EP-000130,SVC-0124,authentication_failure_rate,UP,2024-01-02T12:53:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000131,EP-000131,SVC-0049,service_error_rate,UP,2024-01-02T13:10:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000132,EP-000132,SVC-0014,queue_depth,UP,2024-01-02T13:27:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000133,EP-000133,SVC-0023,service_error_rate,UP,2024-01-02T13:44:00+00:00,CRITICAL,SEVERE,SYNTHETIC
OBS-000134,EP-000134,SVC-0027,connection_failure_rate,UP,2024-01-02T14:01:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000135,EP-000135,SVC-0022,request_timeout_rate,UP,2024-01-02T14:18:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000136,EP-000136,SVC-0001,authentication_failure_rate,UP,2024-01-02T14:35:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000137,EP-000137,SVC-0012,request_latency_ms,UP,2024-01-02T14:52:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000138,EP-000138,SVC-0023,transaction_failure_rate,UP,2024-01-02T15:09:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000139,EP-000139,SVC-0025,transaction_failure_rate,UP,2024-01-02T15:26:00+00:00,CRITICAL,SEVERE,SYNTHETIC
OBS-000140,EP-000140,SVC-0020,queue_depth,UP,2024-01-02T15:43:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000141,EP-000141,SVC-0017,request_timeout_rate,UP,2024-01-02T16:00:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000142,EP-000142,SVC-0005,connection_failure_rate,UP,2024-01-02T16:17:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000143,EP-000143,SVC-0003,transaction_failure_rate,UP,2024-01-02T16:34:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000144,EP-000144,SVC-0027,service_error_rate,UP,2024-01-02T16:51:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000145,EP-000145,SVC-0022,service_error_rate,UP,2024-01-02T17:08:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000146,EP-000146,SVC-0001,request_latency_ms,UP,2024-01-02T17:25:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000147,EP-000147,SVC-0098,transaction_failure_rate,UP,2024-01-02T17:42:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000148,EP-000148,SVC-0064,authentication_failure_rate,UP,2024-01-02T17:59:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000149,EP-000149,SVC-0035,request_latency_ms,UP,2024-01-02T18:16:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000150,EP-000150,SVC-0002,request_timeout_rate,UP,2024-01-02T18:33:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000151,EP-000151,SVC-0108,transaction_failure_rate,UP,2024-01-02T18:50:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000152,EP-000152,SVC-0012,service_error_rate,UP,2024-01-02T19:07:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000153,EP-000153,SVC-0008,request_timeout_rate,UP,2024-01-02T19:24:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000154,EP-000154,SVC-0009,queue_depth,UP,2024-01-02T19:41:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000155,EP-000155,SVC-0162,service_error_rate,UP,2024-01-02T19:58:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000156,EP-000156,SVC-0046,request_latency_ms,UP,2024-01-02T20:15:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000157,EP-000157,SVC-0010,transaction_failure_rate,UP,2024-01-02T20:32:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000158,EP-000158,SVC-0007,connection_failure_rate,UP,2024-01-02T20:49:00+00:00,CRITICAL,SEVERE,SYNTHETIC
OBS-000159,EP-000159,SVC-0027,request_latency_ms,UP,2024-01-02T21:06:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000160,EP-000160,SVC-0026,authentication_failure_rate,UP,2024-01-02T21:23:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000161,EP-000161,SVC-0003,service_error_rate,UP,2024-01-02T21:40:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000162,EP-000162,SVC-0030,connection_failure_rate,UP,2024-01-02T21:57:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000163,EP-000163,SVC-0005,service_error_rate,UP,2024-01-02T22:14:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000164,EP-000164,SVC-0002,transaction_failure_rate,UP,2024-01-02T22:31:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000165,EP-000165,SVC-0079,transaction_failure_rate,UP,2024-01-02T22:48:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000166,EP-000166,SVC-0001,queue_depth,UP,2024-01-02T23:05:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000167,EP-000167,SVC-0009,request_latency_ms,UP,2024-01-02T23:22:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000168,EP-000168,SVC-0006,queue_depth,UP,2024-01-02T23:39:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000169,EP-000169,SVC-0027,connection_failure_rate,UP,2024-01-02T23:56:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000170,EP-000170,SVC-0008,request_timeout_rate,UP,2024-01-03T00:13:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000171,EP-000171,SVC-0021,transaction_failure_rate,UP,2024-01-03T00:30:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000172,EP-000172,SVC-0048,service_error_rate,UP,2024-01-03T00:47:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000173,EP-000173,SVC-0008,request_timeout_rate,UP,2024-01-03T01:04:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000174,EP-000174,SVC-0002,request_latency_ms,UP,2024-01-03T01:21:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000175,EP-000175,SVC-0005,request_timeout_rate,UP,2024-01-03T01:38:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000176,EP-000176,SVC-0006,authentication_failure_rate,UP,2024-01-03T01:55:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000177,EP-000177,SVC-0001,service_error_rate,UP,2024-01-03T02:12:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000178,EP-000178,SVC-0007,request_timeout_rate,UP,2024-01-03T02:29:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000179,EP-000179,SVC-0005,connection_failure_rate,UP,2024-01-03T02:46:00+00:00,CRITICAL,SEVERE,SYNTHETIC
OBS-000180,EP-000180,SVC-0006,queue_depth,UP,2024-01-03T03:03:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000181,EP-000181,SVC-0007,queue_depth,UP,2024-01-03T03:20:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000182,EP-000182,SVC-0030,request_timeout_rate,UP,2024-01-03T03:37:00+00:00,CRITICAL,SEVERE,SYNTHETIC
OBS-000183,EP-000183,SVC-0007,service_error_rate,UP,2024-01-03T03:54:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000184,EP-000184,SVC-0042,transaction_failure_rate,UP,2024-01-03T04:11:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000185,EP-000185,SVC-0010,authentication_failure_rate,UP,2024-01-03T04:28:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000186,EP-000186,SVC-0006,request_latency_ms,UP,2024-01-03T04:45:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000187,EP-000187,SVC-0036,connection_failure_rate,UP,2024-01-03T05:02:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000188,EP-000188,SVC-0054,authentication_failure_rate,UP,2024-01-03T05:19:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000189,EP-000189,SVC-0003,service_error_rate,UP,2024-01-03T05:36:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000190,EP-000190,SVC-0015,authentication_failure_rate,UP,2024-01-03T05:53:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000191,EP-000191,SVC-0021,authentication_failure_rate,UP,2024-01-03T06:10:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000192,EP-000192,SVC-0012,queue_depth,UP,2024-01-03T06:27:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000193,EP-000193,SVC-0006,connection_failure_rate,UP,2024-01-03T06:44:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000194,EP-000194,SVC-0031,service_error_rate,UP,2024-01-03T07:01:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000195,EP-000195,SVC-0026,authentication_failure_rate,UP,2024-01-03T07:18:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000196,EP-000196,SVC-0002,request_timeout_rate,UP,2024-01-03T07:35:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000197,EP-000197,SVC-0009,service_error_rate,UP,2024-01-03T07:52:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000198,EP-000198,SVC-0018,authentication_failure_rate,UP,2024-01-03T08:09:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000199,EP-000199,SVC-0036,authentication_failure_rate,UP,2024-01-03T08:26:00+00:00,HIGH,SEVERE,SYNTHETIC
