relationship_id,source_entity_id,relationship_type,target_entity_id,relationship_authority,confidence,lifecycle_status,data_classification
REL-000018,CAP-0018,CONTRIBUTES_TO,BO-0018,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000019,CAP-0019,CONTRIBUTES_TO,BO-0019,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000020,CAP-0020,CONTRIBUTES_TO,BO-0020,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000021,CAP-0021,CONTRIBUTES_TO,BO-0001,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000022,CAP-0022,CONTRIBUTES_TO,BO-0002,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000023,CAP-0023,CONTRIBUTES_TO,BO-0003,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000024,CAP-0024,CONTRIBUTES_TO,BO-0004,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000025,CAP-0025,CONTRIBUTES_TO,BO-0005,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000026,CAP-0026,CONTRIBUTES_TO,BO-0006,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000027,CAP-0027,CONTRIBUTES_TO,BO-0007,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000028,CAP-0028,CONTRIBUTES_TO,BO-0008,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000029,CAP-0029,CONTRIBUTES_TO,BO-0009,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000030,CAP-0030,CONTRIBUTES_TO,BO-0010,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000031,CAP-0031,CONTRIBUTES_TO,BO-0011,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000032,CAP-0032,CONTRIBUTES_TO,BO-0012,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000033,CAP-0033,CONTRIBUTES_TO,BO-0013,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000034,CAP-0034,CONTRIBUTES_TO,BO-0014,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000035,CAP-0035,CONTRIBUTES_TO,BO-0015,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000036,CAP-0036,CONTRIBUTES_TO,BO-0016,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000037,CAP-0037,CONTRIBUTES_TO,BO-0017,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000038,CAP-0038,CONTRIBUTES_TO,BO-0018,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000039,CAP-0039,CONTRIBUTES_TO,BO-0019,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000040,CAP-0040,CONTRIBUTES_TO,BO-0020,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000041,CAP-0041,CONTRIBUTES_TO,BO-0001,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000042,CAP-0042,CONTRIBUTES_TO,BO-0002,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000043,CAP-0043,CONTRIBUTES_TO,BO-0003,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000044,CAP-0044,CONTRIBUTES_TO,BO-0004,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000045,CAP-0045,CONTRIBUTES_TO,BO-0005,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000046,CAP-0046,CONTRIBUTES_TO,BO-0006,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000047,CAP-0047,CONTRIBUTES_TO,BO-0007,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000048,CAP-0048,CONTRIBUTES_TO,BO-0008,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000049,CAP-0049,CONTRIBUTES_TO,BO-0009,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000050,CAP-0050,CONTRIBUTES_TO,BO-0010,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000051,CAP-0051,CONTRIBUTES_TO,BO-0011,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000052,CAP-0052,CONTRIBUTES_TO,BO-0012,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000053,CAP-0053,CONTRIBUTES_TO,BO-0013,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000054,CAP-0054,CONTRIBUTES_TO,BO-0014,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000055,CAP-0055,CONTRIBUTES_TO,BO-0015,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000056,CAP-0056,CONTRIBUTES_TO,BO-0016,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000057,CAP-0057,CONTRIBUTES_TO,BO-0017,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000058,CAP-0058,CONTRIBUTES_TO,BO-0018,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000059,CAP-0059,CONTRIBUTES_TO,BO-0019,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000060,CAP-0060,CONTRIBUTES_TO,BO-0020,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000061,CAP-0061,CONTRIBUTES_TO,BO-0001,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000062,CAP-0062,CONTRIBUTES_TO,BO-0002,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000063,CAP-0063,CONTRIBUTES_TO,BO-0003,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000064,CAP-0064,CONTRIBUTES_TO,BO-0004,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000065,CAP-0065,CONTRIBUTES_TO,BO-0005,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000066,CAP-0066,CONTRIBUTES_TO,BO-0006,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000067,CAP-0067,CONTRIBUTES_TO,BO-0007,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000068,CAP-0068,CONTRIBUTES_TO,BO-0008,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000069,CAP-0069,CONTRIBUTES_TO,BO-0009,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000070,CAP-0070,CONTRIBUTES_TO,BO-0010,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000071,CAP-0071,CONTRIBUTES_TO,BO-0011,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000072,CAP-0072,CONTRIBUTES_TO,BO-0012,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000073,CAP-0073,CONTRIBUTES_TO,BO-0013,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000074,CAP-0074,CONTRIBUTES_TO,BO-0014,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000075,CAP-0075,CONTRIBUTES_TO,BO-0015,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000076,CAP-0076,CONTRIBUTES_TO,BO-0016,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000077,CAP-0077,CONTRIBUTES_TO,BO-0017,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000078,CAP-0078,CONTRIBUTES_TO,BO-0018,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000079,CAP-0079,CONTRIBUTES_TO,BO-0019,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000080,CAP-0080,CONTRIBUTES_TO,BO-0020,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000081,CAP-0081,CONTRIBUTES_TO,BO-0001,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000082,CAP-0082,CONTRIBUTES_TO,BO-0002,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000083,CAP-0083,CONTRIBUTES_TO,BO-0003,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000084,CAP-0084,CONTRIBUTES_TO,BO-0004,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000085,CAP-0085,CONTRIBUTES_TO,BO-0005,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000086,CAP-0086,CONTRIBUTES_TO,BO-0006,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000087,CAP-0087,CONTRIBUTES_TO,BO-0007,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000088,CAP-0088,CONTRIBUTES_TO,BO-0008,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000089,CAP-0089,CONTRIBUTES_TO,BO-0009,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000090,CAP-0090,CONTRIBUTES_TO,BO-0010,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000091,CAP-0091,CONTRIBUTES_TO,BO-0011,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000092,CAP-0092,CONTRIBUTES_TO,BO-0012,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000093,CAP-0093,CONTRIBUTES_TO,BO-0013,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000094,CAP-0094,CONTRIBUTES_TO,BO-0014,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000095,CAP-0095,CONTRIBUTES_TO,BO-0015,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000096,CAP-0096,CONTRIBUTES_TO,BO-0016,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000097,CAP-0097,CONTRIBUTES_TO,BO-0017,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000098,CAP-0098,CONTRIBUTES_TO,BO-0018,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000099,CAP-0099,CONTRIBUTES_TO,BO-0019,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000100,CAP-0100,CONTRIBUTES_TO,BO-0020,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000101,APP-0001,SUPPORTS,CAP-0001,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000102,APP-0001,SUPPORTS,CAP-0002,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000103,APP-0002,SUPPORTS,CAP-0003,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000104,APP-0002,SUPPORTS,CAP-0004,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000105,APP-0003,SUPPORTS,CAP-0005,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000106,APP-0003,SUPPORTS,CAP-0006,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000107,APP-0004,SUPPORTS,CAP-0007,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000108,APP-0004,SUPPORTS,CAP-0008,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000109,APP-0005,SUPPORTS,CAP-0009,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000110,APP-0005,SUPPORTS,CAP-0010,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000111,APP-0006,SUPPORTS,CAP-0011,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000112,APP-0006,SUPPORTS,CAP-0012,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000113,APP-0007,SUPPORTS,CAP-0013,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000114,APP-0007,SUPPORTS,CAP-0014,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000115,APP-0008,SUPPORTS,CAP-0015,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000116,APP-0008,SUPPORTS,CAP-0016,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000117,APP-0009,SUPPORTS,CAP-0017,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000118,APP-0009,SUPPORTS,CAP-0018,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000119,APP-0010,SUPPORTS,CAP-0019,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000120,APP-0010,SUPPORTS,CAP-0020,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000121,APP-0011,SUPPORTS,CAP-0021,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000122,APP-0011,SUPPORTS,CAP-0022,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000123,APP-0012,SUPPORTS,CAP-0023,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000124,APP-0012,SUPPORTS,CAP-0024,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000125,APP-0013,SUPPORTS,CAP-0025,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000126,APP-0013,SUPPORTS,CAP-0026,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000127,APP-0014,SUPPORTS,CAP-0027,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000128,APP-0014,SUPPORTS,CAP-0028,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000129,APP-0015,SUPPORTS,CAP-0029,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000130,APP-0015,SUPPORTS,CAP-0030,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000131,APP-0016,SUPPORTS,CAP-0031,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000132,APP-0016,SUPPORTS,CAP-0032,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000133,APP-0017,SUPPORTS,CAP-0033,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000134,APP-0017,SUPPORTS,CAP-0034,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000135,APP-0018,SUPPORTS,CAP-0035,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000136,APP-0018,SUPPORTS,CAP-0036,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000137,APP-0019,SUPPORTS,CAP-0037,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000138,APP-0019,SUPPORTS,CAP-0038,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000139,APP-0020,SUPPORTS,CAP-0039,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000140,APP-0020,SUPPORTS,CAP-0040,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000141,APP-0021,SUPPORTS,CAP-0041,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000142,APP-0021,SUPPORTS,CAP-0042,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000143,APP-0022,SUPPORTS,CAP-0043,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000144,APP-0022,SUPPORTS,CAP-0044,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000145,APP-0023,SUPPORTS,CAP-0045,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000146,APP-0023,SUPPORTS,CAP-0046,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000147,APP-0024,SUPPORTS,CAP-0047,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000148,APP-0024,SUPPORTS,CAP-0048,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000149,APP-0025,SUPPORTS,CAP-0049,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000150,APP-0025,SUPPORTS,CAP-0050,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000151,APP-0026,SUPPORTS,CAP-0051,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000152,APP-0026,SUPPORTS,CAP-0052,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000153,APP-0027,SUPPORTS,CAP-0053,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000154,APP-0027,SUPPORTS,CAP-0054,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000155,APP-0028,SUPPORTS,CAP-0055,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000156,APP-0028,SUPPORTS,CAP-0056,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000157,APP-0029,SUPPORTS,CAP-0057,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000158,APP-0029,SUPPORTS,CAP-0058,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000159,APP-0030,SUPPORTS,CAP-0059,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000160,APP-0030,SUPPORTS,CAP-0060,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000161,APP-0031,SUPPORTS,CAP-0061,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000162,APP-0031,SUPPORTS,CAP-0062,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000163,APP-0032,SUPPORTS,CAP-0063,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000164,APP-0032,SUPPORTS,CAP-0064,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000165,APP-0033,SUPPORTS,CAP-0065,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000166,APP-0033,SUPPORTS,CAP-0066,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000167,APP-0034,SUPPORTS,CAP-0067,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000168,APP-0034,SUPPORTS,CAP-0068,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000169,APP-0035,SUPPORTS,CAP-0069,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000170,APP-0035,SUPPORTS,CAP-0070,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000171,APP-0036,SUPPORTS,CAP-0071,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000172,APP-0036,SUPPORTS,CAP-0072,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000173,APP-0037,SUPPORTS,CAP-0073,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000174,APP-0037,SUPPORTS,CAP-0074,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000175,APP-0038,SUPPORTS,CAP-0075,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000176,APP-0038,SUPPORTS,CAP-0076,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000177,APP-0039,SUPPORTS,CAP-0077,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000178,APP-0039,SUPPORTS,CAP-0078,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000179,APP-0040,SUPPORTS,CAP-0079,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000180,APP-0040,SUPPORTS,CAP-0080,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000181,APP-0041,SUPPORTS,CAP-0081,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000182,APP-0041,SUPPORTS,CAP-0082,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000183,APP-0042,SUPPORTS,CAP-0083,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000184,APP-0042,SUPPORTS,CAP-0084,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000185,APP-0043,SUPPORTS,CAP-0085,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000186,APP-0043,SUPPORTS,CAP-0086,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000187,APP-0044,SUPPORTS,CAP-0087,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000188,APP-0044,SUPPORTS,CAP-0088,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000189,APP-0045,SUPPORTS,CAP-0089,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000190,APP-0045,SUPPORTS,CAP-0090,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000191,APP-0046,SUPPORTS,CAP-0091,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000192,APP-0046,SUPPORTS,CAP-0092,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000193,APP-0047,SUPPORTS,CAP-0093,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000194,APP-0047,SUPPORTS,CAP-0094,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000195,APP-0048,SUPPORTS,CAP-0095,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000196,APP-0048,SUPPORTS,CAP-0096,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000197,APP-0049,SUPPORTS,CAP-0097,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000198,APP-0049,SUPPORTS,CAP-0098,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000199,APP-0050,SUPPORTS,CAP-0099,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000200,APP-0050,SUPPORTS,CAP-0100,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000201,APP-0051,SUPPORTS,CAP-0001,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000202,APP-0051,SUPPORTS,CAP-0002,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000203,APP-0052,SUPPORTS,CAP-0003,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000204,APP-0052,SUPPORTS,CAP-0004,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000205,APP-0053,SUPPORTS,CAP-0005,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000206,APP-0053,SUPPORTS,CAP-0006,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000207,APP-0054,SUPPORTS,CAP-0007,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000208,APP-0054,SUPPORTS,CAP-0008,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000209,APP-0055,SUPPORTS,CAP-0009,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000210,APP-0055,SUPPORTS,CAP-0010,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000211,APP-0056,SUPPORTS,CAP-0011,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000212,APP-0056,SUPPORTS,CAP-0012,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000213,APP-0057,SUPPORTS,CAP-0013,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000214,APP-0057,SUPPORTS,CAP-0014,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000215,APP-0058,SUPPORTS,CAP-0015,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000216,APP-0058,SUPPORTS,CAP-0016,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000217,APP-0059,SUPPORTS,CAP-0017,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000218,APP-0059,SUPPORTS,CAP-0018,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000219,APP-0060,SUPPORTS,CAP-0019,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000220,APP-0060,SUPPORTS,CAP-0020,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000221,APP-0061,SUPPORTS,CAP-0021,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000222,APP-0061,SUPPORTS,CAP-0022,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000223,APP-0062,SUPPORTS,CAP-0023,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000224,APP-0062,SUPPORTS,CAP-0024,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000225,APP-0063,SUPPORTS,CAP-0025,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000226,APP-0063,SUPPORTS,CAP-0026,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000227,APP-0064,SUPPORTS,CAP-0027,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000228,APP-0064,SUPPORTS,CAP-0028,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000229,APP-0065,SUPPORTS,CAP-0029,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000230,APP-0065,SUPPORTS,CAP-0030,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000231,APP-0066,SUPPORTS,CAP-0031,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
