incident_id,episode_id,observation_id,entity_id,entity_type,opened_at,region,business_unit,severity,symptom_category,onset_shape,blast_radius_band,support_team_id,recent_change_present,vendor_status_at_onset,short_description,state,data_classification
INC-000011,EP-000011,OBS-000011,SVC-0013,APPLICATION_SERVICE,2024-01-01T03:19:00+00:00,EU-CENTRAL,HR,MEDIUM,connection failure,BURST,CROSS_PLATFORM,TEAM-0006,True,NOT_CHECKED,Connection Failure affecting Application Service 0013,CLOSED,SYNTHETIC
INC-000012,EP-000012,OBS-000012,SVC-0002,APPLICATION_SERVICE,2024-01-01T03:36:00+00:00,LATAM,Security,LOW,queue delay,GRADUAL,CROSS_PLATFORM,TEAM-0002,True,NOT_CHECKED,Queue Delay affecting Application Service 0002,CLOSED,SYNTHETIC
INC-000013,EP-000013,OBS-000013,SVC-0009,APPLICATION_SERVICE,2024-01-01T03:53:00+00:00,AP-NORTHEAST,Commerce,HIGH,transaction failure,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0002,False,UNKNOWN,Transaction Failure affecting Application Service 0009,CLOSED,SYNTHETIC
INC-000014,EP-000014,OBS-000014,SVC-0004,APPLICATION_SERVICE,2024-01-01T04:10:00+00:00,AP-NORTHEAST,Finance,MEDIUM,request timeout,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0004,True,UNKNOWN,Request Timeout affecting Application Service 0004,CLOSED,SYNTHETIC
INC-000015,EP-000015,OBS-000015,SVC-0011,APPLICATION_SERVICE,2024-01-01T04:27:00+00:00,GLOBAL,Manufacturing,MEDIUM,request timeout,BURST,CROSS_PLATFORM,TEAM-0004,False,UNKNOWN,Request Timeout affecting Application Service 0011,CLOSED,SYNTHETIC
INC-000016,EP-000016,OBS-000016,SVC-0002,APPLICATION_SERVICE,2024-01-01T04:44:00+00:00,LATAM,Security,MEDIUM,queue delay,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0002,False,NOT_CHECKED,Queue Delay affecting Application Service 0002,CLOSED,SYNTHETIC
INC-000017,EP-000017,OBS-000017,SVC-0001,APPLICATION_SERVICE,2024-01-01T05:01:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,request timeout,BURST,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Request Timeout affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000018,EP-000018,OBS-000018,SVC-0012,APPLICATION_SERVICE,2024-01-01T05:18:00+00:00,AP-SOUTH,Sales,HIGH,service degradation,STEP,CROSS_PLATFORM,TEAM-0005,False,NOT_CHECKED,Service Degradation affecting Application Service 0012,CLOSED,SYNTHETIC
INC-000019,EP-000019,OBS-000019,SVC-0001,APPLICATION_SERVICE,2024-01-01T05:35:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,connection failure,PERIODIC,CROSS_PLATFORM,TEAM-0001,False,UNKNOWN,Connection Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000020,EP-000020,OBS-000020,SVC-0005,APPLICATION_SERVICE,2024-01-01T05:52:00+00:00,GLOBAL,Sales,LOW,request timeout,GRADUAL,CROSS_PLATFORM,TEAM-0005,False,UNKNOWN,Request Timeout affecting Application Service 0005,CLOSED,SYNTHETIC
INC-000021,EP-000021,OBS-000021,SVC-0005,APPLICATION_SERVICE,2024-01-01T06:09:00+00:00,GLOBAL,Sales,CRITICAL,authentication failure,PERIODIC,CROSS_PLATFORM,TEAM-0005,False,NOT_CHECKED,Authentication Failure affecting Application Service 0005,CLOSED,SYNTHETIC
INC-000022,EP-000022,OBS-000022,SVC-0008,APPLICATION_SERVICE,2024-01-01T06:26:00+00:00,US-EAST,Commerce,LOW,queue delay,GRADUAL,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Queue Delay affecting Application Service 0008,CLOSED,SYNTHETIC
INC-000023,EP-000023,OBS-000023,SVC-0003,APPLICATION_SERVICE,2024-01-01T06:43:00+00:00,EU-CENTRAL,HR,MEDIUM,latency increase,GRADUAL,CROSS_PLATFORM,TEAM-0003,False,NOT_CHECKED,Latency Increase affecting Application Service 0003,CLOSED,SYNTHETIC
INC-000024,EP-000024,OBS-000024,SVC-0001,APPLICATION_SERVICE,2024-01-01T07:00:00+00:00,AP-SOUTH,Manufacturing,HIGH,latency increase,BURST,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Latency Increase affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000025,EP-000025,OBS-000025,SVC-0012,APPLICATION_SERVICE,2024-01-01T07:17:00+00:00,AP-SOUTH,Sales,MEDIUM,latency increase,GRADUAL,CROSS_PLATFORM,TEAM-0005,True,NOT_CHECKED,Latency Increase affecting Application Service 0012,CLOSED,SYNTHETIC
INC-000026,EP-000026,OBS-000026,SVC-0001,APPLICATION_SERVICE,2024-01-01T07:34:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,queue delay,GRADUAL,CROSS_PLATFORM,TEAM-0001,False,UNKNOWN,Queue Delay affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000027,EP-000027,OBS-000027,SVC-0005,APPLICATION_SERVICE,2024-01-01T07:51:00+00:00,GLOBAL,Sales,LOW,latency increase,PERIODIC,CROSS_PLATFORM,TEAM-0005,False,UNKNOWN,Latency Increase affecting Application Service 0005,CLOSED,SYNTHETIC
INC-000028,EP-000028,OBS-000028,SVC-0005,APPLICATION_SERVICE,2024-01-01T08:08:00+00:00,GLOBAL,Sales,HIGH,queue delay,BURST,CROSS_PLATFORM,TEAM-0005,False,NOT_CHECKED,Queue Delay affecting Application Service 0005,CLOSED,SYNTHETIC
INC-000029,EP-000029,OBS-000029,SVC-0008,APPLICATION_SERVICE,2024-01-01T08:25:00+00:00,US-EAST,Commerce,MEDIUM,request timeout,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Request Timeout affecting Application Service 0008,CLOSED,SYNTHETIC
INC-000030,EP-000030,OBS-000030,SVC-0003,APPLICATION_SERVICE,2024-01-01T08:42:00+00:00,EU-CENTRAL,HR,HIGH,authentication failure,PERIODIC,CROSS_PLATFORM,TEAM-0003,True,UNKNOWN,Authentication Failure affecting Application Service 0003,CLOSED,SYNTHETIC
INC-000031,EP-000031,OBS-000031,SVC-0001,APPLICATION_SERVICE,2024-01-01T08:59:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,service degradation,PERIODIC,CROSS_PLATFORM,TEAM-0001,True,NOT_CHECKED,Service Degradation affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000032,EP-000032,OBS-000032,SVC-0003,APPLICATION_SERVICE,2024-01-01T09:16:00+00:00,EU-CENTRAL,HR,MEDIUM,transaction failure,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0003,False,UNKNOWN,Transaction Failure affecting Application Service 0003,CLOSED,SYNTHETIC
INC-000033,EP-000033,OBS-000033,SVC-0002,APPLICATION_SERVICE,2024-01-01T09:33:00+00:00,LATAM,Security,HIGH,service degradation,GRADUAL,CROSS_PLATFORM,TEAM-0002,True,NOT_CHECKED,Service Degradation affecting Application Service 0002,CLOSED,SYNTHETIC
INC-000034,EP-000034,OBS-000034,SVC-0001,APPLICATION_SERVICE,2024-01-01T09:50:00+00:00,AP-SOUTH,Manufacturing,HIGH,latency increase,STEP,CROSS_PLATFORM,TEAM-0001,True,NOT_CHECKED,Latency Increase affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000035,EP-000035,OBS-000035,SVC-0002,APPLICATION_SERVICE,2024-01-01T10:07:00+00:00,LATAM,Security,MEDIUM,transaction failure,BURST,CROSS_PLATFORM,TEAM-0002,True,UNKNOWN,Transaction Failure affecting Application Service 0002,CLOSED,SYNTHETIC
INC-000036,EP-000036,OBS-000036,SVC-0002,APPLICATION_SERVICE,2024-01-01T10:24:00+00:00,LATAM,Security,MEDIUM,queue delay,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0002,True,NOT_CHECKED,Queue Delay affecting Application Service 0002,CLOSED,SYNTHETIC
INC-000037,EP-000037,OBS-000037,SVC-0001,APPLICATION_SERVICE,2024-01-01T10:41:00+00:00,AP-SOUTH,Manufacturing,HIGH,transaction failure,GRADUAL,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Transaction Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000038,EP-000038,OBS-000038,SVC-0002,APPLICATION_SERVICE,2024-01-01T10:58:00+00:00,LATAM,Security,MEDIUM,authentication failure,BURST,CROSS_PLATFORM,TEAM-0002,False,NOT_CHECKED,Authentication Failure affecting Application Service 0002,CLOSED,SYNTHETIC
INC-000039,EP-000039,OBS-000039,SVC-0002,APPLICATION_SERVICE,2024-01-01T11:15:00+00:00,LATAM,Security,HIGH,connection failure,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0002,True,NOT_CHECKED,Connection Failure affecting Application Service 0002,CLOSED,SYNTHETIC
INC-000040,EP-000040,OBS-000040,SVC-0002,APPLICATION_SERVICE,2024-01-01T11:32:00+00:00,LATAM,Security,MEDIUM,service degradation,GRADUAL,CROSS_PLATFORM,TEAM-0002,False,UNKNOWN,Service Degradation affecting Application Service 0002,CLOSED,SYNTHETIC
INC-000041,EP-000041,OBS-000041,SVC-0001,APPLICATION_SERVICE,2024-01-01T11:49:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,connection failure,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Connection Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000042,EP-000042,OBS-000042,SVC-0002,APPLICATION_SERVICE,2024-01-01T12:06:00+00:00,LATAM,Security,MEDIUM,connection failure,PERIODIC,CROSS_PLATFORM,TEAM-0002,False,NOT_CHECKED,Connection Failure affecting Application Service 0002,CLOSED,SYNTHETIC
INC-000043,EP-000043,OBS-000043,SVC-0002,APPLICATION_SERVICE,2024-01-01T12:23:00+00:00,LATAM,Security,HIGH,service degradation,BURST,CROSS_PLATFORM,TEAM-0002,False,NOT_CHECKED,Service Degradation affecting Application Service 0002,CLOSED,SYNTHETIC
INC-000044,EP-000044,OBS-000044,SVC-0002,APPLICATION_SERVICE,2024-01-01T12:40:00+00:00,LATAM,Security,MEDIUM,queue delay,STEP,CROSS_PLATFORM,TEAM-0002,False,UNKNOWN,Queue Delay affecting Application Service 0002,CLOSED,SYNTHETIC
INC-000045,EP-000045,OBS-000045,SVC-0001,APPLICATION_SERVICE,2024-01-01T12:57:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,connection failure,BURST,CROSS_PLATFORM,TEAM-0001,True,UNKNOWN,Connection Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000046,EP-000046,OBS-000046,SVC-0002,APPLICATION_SERVICE,2024-01-01T13:14:00+00:00,LATAM,Security,MEDIUM,service degradation,BURST,CROSS_PLATFORM,TEAM-0002,False,NOT_CHECKED,Service Degradation affecting Application Service 0002,CLOSED,SYNTHETIC
INC-000047,EP-000047,OBS-000047,SVC-0002,APPLICATION_SERVICE,2024-01-01T13:31:00+00:00,LATAM,Security,LOW,authentication failure,PERIODIC,CROSS_PLATFORM,TEAM-0002,False,NOT_CHECKED,Authentication Failure affecting Application Service 0002,CLOSED,SYNTHETIC
INC-000048,EP-000048,OBS-000048,SVC-0002,APPLICATION_SERVICE,2024-01-01T13:48:00+00:00,LATAM,Security,HIGH,connection failure,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0002,True,NOT_CHECKED,Connection Failure affecting Application Service 0002,CLOSED,SYNTHETIC
INC-000049,EP-000049,OBS-000049,SVC-0002,APPLICATION_SERVICE,2024-01-01T14:05:00+00:00,LATAM,Security,MEDIUM,queue delay,STEP,CROSS_PLATFORM,TEAM-0002,True,UNKNOWN,Queue Delay affecting Application Service 0002,CLOSED,SYNTHETIC
INC-000050,EP-000050,OBS-000050,SVC-0002,APPLICATION_SERVICE,2024-01-01T14:22:00+00:00,LATAM,Security,LOW,service degradation,BURST,CROSS_PLATFORM,TEAM-0002,True,NOT_CHECKED,Service Degradation affecting Application Service 0002,CLOSED,SYNTHETIC
INC-000051,EP-000051,OBS-000051,SVC-0002,APPLICATION_SERVICE,2024-01-01T14:39:00+00:00,LATAM,Security,LOW,service degradation,STEP,CROSS_PLATFORM,TEAM-0002,True,UNKNOWN,Service Degradation affecting Application Service 0002,CLOSED,SYNTHETIC
INC-000052,EP-000052,OBS-000052,SVC-0001,APPLICATION_SERVICE,2024-01-01T14:56:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,transaction failure,BURST,CROSS_PLATFORM,TEAM-0001,True,NOT_CHECKED,Transaction Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000053,EP-000053,OBS-000053,SVC-0002,APPLICATION_SERVICE,2024-01-01T15:13:00+00:00,LATAM,Security,LOW,queue delay,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0002,True,UNKNOWN,Queue Delay affecting Application Service 0002,CLOSED,SYNTHETIC
INC-000054,EP-000054,OBS-000054,SVC-0002,APPLICATION_SERVICE,2024-01-01T15:30:00+00:00,LATAM,Security,LOW,request timeout,STEP,CROSS_PLATFORM,TEAM-0002,True,UNKNOWN,Request Timeout affecting Application Service 0002,CLOSED,SYNTHETIC
INC-000055,EP-000055,OBS-000055,SVC-0002,APPLICATION_SERVICE,2024-01-01T15:47:00+00:00,LATAM,Security,MEDIUM,queue delay,GRADUAL,CROSS_PLATFORM,TEAM-0002,False,UNKNOWN,Queue Delay affecting Application Service 0002,CLOSED,SYNTHETIC
INC-000056,EP-000056,OBS-000056,SVC-0001,APPLICATION_SERVICE,2024-01-01T16:04:00+00:00,AP-SOUTH,Manufacturing,HIGH,request timeout,BURST,CROSS_PLATFORM,TEAM-0001,False,UNKNOWN,Request Timeout affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000057,EP-000057,OBS-000057,SVC-0002,APPLICATION_SERVICE,2024-01-01T16:21:00+00:00,LATAM,Security,MEDIUM,request timeout,BURST,CROSS_PLATFORM,TEAM-0002,True,NOT_CHECKED,Request Timeout affecting Application Service 0002,CLOSED,SYNTHETIC
INC-000058,EP-000058,OBS-000058,SVC-0002,APPLICATION_SERVICE,2024-01-01T16:38:00+00:00,LATAM,Security,MEDIUM,latency increase,PERIODIC,CROSS_PLATFORM,TEAM-0002,False,NOT_CHECKED,Latency Increase affecting Application Service 0002,CLOSED,SYNTHETIC
INC-000059,EP-000059,OBS-000059,SVC-0002,APPLICATION_SERVICE,2024-01-01T16:55:00+00:00,LATAM,Security,HIGH,latency increase,PERIODIC,CROSS_PLATFORM,TEAM-0002,True,NOT_CHECKED,Latency Increase affecting Application Service 0002,CLOSED,SYNTHETIC
INC-000060,EP-000060,OBS-000060,SVC-0001,APPLICATION_SERVICE,2024-01-01T17:12:00+00:00,AP-SOUTH,Manufacturing,LOW,latency increase,BURST,CROSS_PLATFORM,TEAM-0001,False,UNKNOWN,Latency Increase affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000061,EP-000061,OBS-000061,SVC-0002,APPLICATION_SERVICE,2024-01-01T17:29:00+00:00,LATAM,Security,MEDIUM,latency increase,GRADUAL,CROSS_PLATFORM,TEAM-0002,False,NOT_CHECKED,Latency Increase affecting Application Service 0002,CLOSED,SYNTHETIC
INC-000062,EP-000062,OBS-000062,SVC-0002,APPLICATION_SERVICE,2024-01-01T17:46:00+00:00,LATAM,Security,MEDIUM,authentication failure,STEP,CROSS_PLATFORM,TEAM-0002,False,NOT_CHECKED,Authentication Failure affecting Application Service 0002,CLOSED,SYNTHETIC
INC-000063,EP-000063,OBS-000063,SVC-0002,APPLICATION_SERVICE,2024-01-01T18:03:00+00:00,LATAM,Security,MEDIUM,queue delay,STEP,CROSS_PLATFORM,TEAM-0002,False,NOT_CHECKED,Queue Delay affecting Application Service 0002,CLOSED,SYNTHETIC
INC-000064,EP-000064,OBS-000064,SVC-0005,APPLICATION_SERVICE,2024-01-01T18:20:00+00:00,GLOBAL,Sales,MEDIUM,authentication failure,BURST,CROSS_PLATFORM,TEAM-0005,False,NOT_CHECKED,Authentication Failure affecting Application Service 0005,CLOSED,SYNTHETIC
INC-000065,EP-000065,OBS-000065,SVC-0005,APPLICATION_SERVICE,2024-01-01T18:37:00+00:00,GLOBAL,Sales,MEDIUM,transaction failure,BURST,CROSS_PLATFORM,TEAM-0005,False,NOT_CHECKED,Transaction Failure affecting Application Service 0005,CLOSED,SYNTHETIC
INC-000066,EP-000066,OBS-000066,SVC-0008,APPLICATION_SERVICE,2024-01-01T18:54:00+00:00,US-EAST,Commerce,MEDIUM,service degradation,BURST,CROSS_PLATFORM,TEAM-0001,True,NOT_CHECKED,Service Degradation affecting Application Service 0008,CLOSED,SYNTHETIC
INC-000067,EP-000067,OBS-000067,SVC-0003,APPLICATION_SERVICE,2024-01-01T19:11:00+00:00,EU-CENTRAL,HR,HIGH,service degradation,PERIODIC,CROSS_PLATFORM,TEAM-0003,False,UNKNOWN,Service Degradation affecting Application Service 0003,CLOSED,SYNTHETIC
INC-000068,EP-000068,OBS-000068,SVC-0001,APPLICATION_SERVICE,2024-01-01T19:28:00+00:00,AP-SOUTH,Manufacturing,HIGH,authentication failure,BURST,CROSS_PLATFORM,TEAM-0001,True,NOT_CHECKED,Authentication Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000069,EP-000069,OBS-000069,SVC-0003,APPLICATION_SERVICE,2024-01-01T19:45:00+00:00,EU-CENTRAL,HR,MEDIUM,service degradation,STEP,CROSS_PLATFORM,TEAM-0003,False,UNKNOWN,Service Degradation affecting Application Service 0003,CLOSED,SYNTHETIC
INC-000070,EP-000070,OBS-000070,SVC-0002,APPLICATION_SERVICE,2024-01-01T20:02:00+00:00,LATAM,Security,HIGH,transaction failure,GRADUAL,CROSS_PLATFORM,TEAM-0002,False,NOT_CHECKED,Transaction Failure affecting Application Service 0002,CLOSED,SYNTHETIC
INC-000071,EP-000071,OBS-000071,SVC-0001,APPLICATION_SERVICE,2024-01-01T20:19:00+00:00,AP-SOUTH,Manufacturing,HIGH,queue delay,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0001,True,NOT_CHECKED,Queue Delay affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000072,EP-000072,OBS-000072,SVC-0012,APPLICATION_SERVICE,2024-01-01T20:36:00+00:00,AP-SOUTH,Sales,LOW,service degradation,GRADUAL,CROSS_PLATFORM,TEAM-0005,False,UNKNOWN,Service Degradation affecting Application Service 0012,CLOSED,SYNTHETIC
INC-000073,EP-000073,OBS-000073,SVC-0001,APPLICATION_SERVICE,2024-01-01T20:53:00+00:00,AP-SOUTH,Manufacturing,LOW,queue delay,BURST,CROSS_PLATFORM,TEAM-0001,False,UNKNOWN,Queue Delay affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000074,EP-000074,OBS-000074,SVC-0005,APPLICATION_SERVICE,2024-01-01T21:10:00+00:00,GLOBAL,Sales,HIGH,connection failure,GRADUAL,CROSS_PLATFORM,TEAM-0005,False,UNKNOWN,Connection Failure affecting Application Service 0005,CLOSED,SYNTHETIC
INC-000075,EP-000075,OBS-000075,SVC-0005,APPLICATION_SERVICE,2024-01-01T21:27:00+00:00,GLOBAL,Sales,MEDIUM,queue delay,PERIODIC,CROSS_PLATFORM,TEAM-0005,True,UNKNOWN,Queue Delay affecting Application Service 0005,CLOSED,SYNTHETIC
INC-000076,EP-000076,OBS-000076,SVC-0008,APPLICATION_SERVICE,2024-01-01T21:44:00+00:00,US-EAST,Commerce,LOW,connection failure,BURST,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Connection Failure affecting Application Service 0008,CLOSED,SYNTHETIC
INC-000077,EP-000077,OBS-000077,SVC-0003,APPLICATION_SERVICE,2024-01-01T22:01:00+00:00,EU-CENTRAL,HR,LOW,queue delay,GRADUAL,CROSS_PLATFORM,TEAM-0003,False,UNKNOWN,Queue Delay affecting Application Service 0003,CLOSED,SYNTHETIC
INC-000078,EP-000078,OBS-000078,SVC-0001,APPLICATION_SERVICE,2024-01-01T22:18:00+00:00,AP-SOUTH,Manufacturing,HIGH,connection failure,STEP,CROSS_PLATFORM,TEAM-0001,False,UNKNOWN,Connection Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000079,EP-000079,OBS-000079,SVC-0003,APPLICATION_SERVICE,2024-01-01T22:35:00+00:00,EU-CENTRAL,HR,HIGH,request timeout,BURST,CROSS_PLATFORM,TEAM-0003,False,NOT_CHECKED,Request Timeout affecting Application Service 0003,CLOSED,SYNTHETIC
INC-000080,EP-000080,OBS-000080,SVC-0002,APPLICATION_SERVICE,2024-01-01T22:52:00+00:00,LATAM,Security,LOW,request timeout,PERIODIC,CROSS_PLATFORM,TEAM-0002,True,UNKNOWN,Request Timeout affecting Application Service 0002,CLOSED,SYNTHETIC
INC-000081,EP-000081,OBS-000081,SVC-0001,APPLICATION_SERVICE,2024-01-01T23:09:00+00:00,AP-SOUTH,Manufacturing,LOW,queue delay,PERIODIC,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Queue Delay affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000082,EP-000082,OBS-000082,SVC-0012,APPLICATION_SERVICE,2024-01-01T23:26:00+00:00,AP-SOUTH,Sales,LOW,transaction failure,GRADUAL,CROSS_PLATFORM,TEAM-0005,False,NOT_CHECKED,Transaction Failure affecting Application Service 0012,CLOSED,SYNTHETIC
INC-000083,EP-000083,OBS-000083,SVC-0001,APPLICATION_SERVICE,2024-01-01T23:43:00+00:00,AP-SOUTH,Manufacturing,HIGH,latency increase,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0001,False,UNKNOWN,Latency Increase affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000084,EP-000084,OBS-000084,SVC-0005,APPLICATION_SERVICE,2024-01-02T00:00:00+00:00,GLOBAL,Sales,MEDIUM,service degradation,BURST,CROSS_PLATFORM,TEAM-0005,False,UNKNOWN,Service Degradation affecting Application Service 0005,CLOSED,SYNTHETIC
INC-000085,EP-000085,OBS-000085,SVC-0005,APPLICATION_SERVICE,2024-01-02T00:17:00+00:00,GLOBAL,Sales,LOW,request timeout,BURST,CROSS_PLATFORM,TEAM-0005,False,NOT_CHECKED,Request Timeout affecting Application Service 0005,CLOSED,SYNTHETIC
INC-000086,EP-000086,OBS-000086,SVC-0008,APPLICATION_SERVICE,2024-01-02T00:34:00+00:00,US-EAST,Commerce,MEDIUM,latency increase,BURST,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Latency Increase affecting Application Service 0008,CLOSED,SYNTHETIC
INC-000087,EP-000087,OBS-000087,SVC-0003,APPLICATION_SERVICE,2024-01-02T00:51:00+00:00,EU-CENTRAL,HR,LOW,service degradation,STEP,CROSS_PLATFORM,TEAM-0003,True,NOT_CHECKED,Service Degradation affecting Application Service 0003,CLOSED,SYNTHETIC
INC-000088,EP-000088,OBS-000088,SVC-0001,APPLICATION_SERVICE,2024-01-02T01:08:00+00:00,AP-SOUTH,Manufacturing,HIGH,request timeout,PERIODIC,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Request Timeout affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000089,EP-000089,OBS-000089,SVC-0003,APPLICATION_SERVICE,2024-01-02T01:25:00+00:00,EU-CENTRAL,HR,MEDIUM,connection failure,PERIODIC,CROSS_PLATFORM,TEAM-0003,False,NOT_CHECKED,Connection Failure affecting Application Service 0003,CLOSED,SYNTHETIC
INC-000090,EP-000090,OBS-000090,SVC-0002,APPLICATION_SERVICE,2024-01-02T01:42:00+00:00,LATAM,Security,MEDIUM,request timeout,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0002,False,NOT_CHECKED,Request Timeout affecting Application Service 0002,CLOSED,SYNTHETIC
INC-000091,EP-000091,OBS-000091,SVC-0001,APPLICATION_SERVICE,2024-01-02T01:59:00+00:00,AP-SOUTH,Manufacturing,LOW,latency increase,GRADUAL,CROSS_PLATFORM,TEAM-0001,True,UNKNOWN,Latency Increase affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000092,EP-000092,OBS-000092,SVC-0002,APPLICATION_SERVICE,2024-01-02T02:16:00+00:00,LATAM,Security,MEDIUM,service degradation,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0002,False,NOT_CHECKED,Service Degradation affecting Application Service 0002,CLOSED,SYNTHETIC
