observation_id,episode_id,entity_id,metric_id,breach_direction,observed_at,severity,value_band,data_classification
OBS-000040,EP-000040,SVC-0002,service_error_rate,UP,2024-01-01T11:23:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000041,EP-000041,SVC-0001,connection_failure_rate,UP,2024-01-01T11:40:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000042,EP-000042,SVC-0002,connection_failure_rate,UP,2024-01-01T11:57:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000043,EP-000043,SVC-0002,service_error_rate,UP,2024-01-01T12:14:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000044,EP-000044,SVC-0002,queue_depth,UP,2024-01-01T12:31:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000045,EP-000045,SVC-0001,connection_failure_rate,UP,2024-01-01T12:48:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000046,EP-000046,SVC-0002,service_error_rate,UP,2024-01-01T13:05:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000047,EP-000047,SVC-0002,authentication_failure_rate,UP,2024-01-01T13:22:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000048,EP-000048,SVC-0002,connection_failure_rate,UP,2024-01-01T13:39:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000049,EP-000049,SVC-0002,queue_depth,UP,2024-01-01T13:56:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000050,EP-000050,SVC-0002,service_error_rate,UP,2024-01-01T14:13:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000051,EP-000051,SVC-0002,service_error_rate,UP,2024-01-01T14:30:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000052,EP-000052,SVC-0001,transaction_failure_rate,UP,2024-01-01T14:47:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000053,EP-000053,SVC-0002,queue_depth,UP,2024-01-01T15:04:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000054,EP-000054,SVC-0002,request_timeout_rate,UP,2024-01-01T15:21:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000055,EP-000055,SVC-0002,queue_depth,UP,2024-01-01T15:38:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000056,EP-000056,SVC-0001,request_timeout_rate,UP,2024-01-01T15:55:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000057,EP-000057,SVC-0002,request_timeout_rate,UP,2024-01-01T16:12:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000058,EP-000058,SVC-0002,request_latency_ms,UP,2024-01-01T16:29:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000059,EP-000059,SVC-0002,request_latency_ms,UP,2024-01-01T16:46:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000060,EP-000060,SVC-0001,request_latency_ms,UP,2024-01-01T17:03:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000061,EP-000061,SVC-0002,request_latency_ms,UP,2024-01-01T17:20:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000062,EP-000062,SVC-0002,authentication_failure_rate,UP,2024-01-01T17:37:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000063,EP-000063,SVC-0002,queue_depth,UP,2024-01-01T17:54:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000064,EP-000064,SVC-0005,authentication_failure_rate,UP,2024-01-01T18:11:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000065,EP-000065,SVC-0005,transaction_failure_rate,UP,2024-01-01T18:28:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000066,EP-000066,SVC-0008,service_error_rate,UP,2024-01-01T18:45:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000067,EP-000067,SVC-0003,service_error_rate,UP,2024-01-01T19:02:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000068,EP-000068,SVC-0001,authentication_failure_rate,UP,2024-01-01T19:19:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000069,EP-000069,SVC-0003,service_error_rate,UP,2024-01-01T19:36:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000070,EP-000070,SVC-0002,transaction_failure_rate,UP,2024-01-01T19:53:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000071,EP-000071,SVC-0001,queue_depth,UP,2024-01-01T20:10:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000072,EP-000072,SVC-0012,service_error_rate,UP,2024-01-01T20:27:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000073,EP-000073,SVC-0001,queue_depth,UP,2024-01-01T20:44:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000074,EP-000074,SVC-0005,connection_failure_rate,UP,2024-01-01T21:01:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000075,EP-000075,SVC-0005,queue_depth,UP,2024-01-01T21:18:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000076,EP-000076,SVC-0008,connection_failure_rate,UP,2024-01-01T21:35:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000077,EP-000077,SVC-0003,queue_depth,UP,2024-01-01T21:52:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000078,EP-000078,SVC-0001,connection_failure_rate,UP,2024-01-01T22:09:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000079,EP-000079,SVC-0003,request_timeout_rate,UP,2024-01-01T22:26:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000080,EP-000080,SVC-0002,request_timeout_rate,UP,2024-01-01T22:43:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000081,EP-000081,SVC-0001,queue_depth,UP,2024-01-01T23:00:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000082,EP-000082,SVC-0012,transaction_failure_rate,UP,2024-01-01T23:17:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000083,EP-000083,SVC-0001,request_latency_ms,UP,2024-01-01T23:34:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000084,EP-000084,SVC-0005,service_error_rate,UP,2024-01-01T23:51:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000085,EP-000085,SVC-0005,request_timeout_rate,UP,2024-01-02T00:08:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000086,EP-000086,SVC-0008,request_latency_ms,UP,2024-01-02T00:25:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000087,EP-000087,SVC-0003,service_error_rate,UP,2024-01-02T00:42:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000088,EP-000088,SVC-0001,request_timeout_rate,UP,2024-01-02T00:59:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000089,EP-000089,SVC-0003,connection_failure_rate,UP,2024-01-02T01:16:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000090,EP-000090,SVC-0002,request_timeout_rate,UP,2024-01-02T01:33:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000091,EP-000091,SVC-0001,request_latency_ms,UP,2024-01-02T01:50:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000092,EP-000092,SVC-0002,service_error_rate,UP,2024-01-02T02:07:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000093,EP-000093,SVC-0001,connection_failure_rate,UP,2024-01-02T02:24:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000094,EP-000094,SVC-0002,request_latency_ms,UP,2024-01-02T02:41:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000095,EP-000095,SVC-0002,service_error_rate,UP,2024-01-02T02:58:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000096,EP-000096,SVC-0002,connection_failure_rate,UP,2024-01-02T03:15:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000097,EP-000097,SVC-0001,transaction_failure_rate,UP,2024-01-02T03:32:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000098,EP-000098,SVC-0002,transaction_failure_rate,UP,2024-01-02T03:49:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000099,EP-000099,SVC-0002,authentication_failure_rate,UP,2024-01-02T04:06:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000100,EP-000100,SVC-0002,request_latency_ms,UP,2024-01-02T04:23:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000101,EP-000101,SVC-0001,service_error_rate,UP,2024-01-02T04:40:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000102,EP-000102,SVC-0002,request_timeout_rate,UP,2024-01-02T04:57:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000103,EP-000103,SVC-0002,queue_depth,UP,2024-01-02T05:14:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000104,EP-000104,SVC-0002,request_timeout_rate,UP,2024-01-02T05:31:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000105,EP-000105,SVC-0001,request_timeout_rate,UP,2024-01-02T05:48:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000106,EP-000106,SVC-0002,queue_depth,UP,2024-01-02T06:05:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000107,EP-000107,SVC-0002,request_latency_ms,UP,2024-01-02T06:22:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000108,EP-000108,SVC-0002,request_timeout_rate,UP,2024-01-02T06:39:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000109,EP-000109,SVC-0001,transaction_failure_rate,UP,2024-01-02T06:56:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000110,EP-000110,SVC-0002,request_timeout_rate,UP,2024-01-02T07:13:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000111,EP-000111,SVC-0002,queue_depth,UP,2024-01-02T07:30:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000112,EP-000112,SVC-0002,request_timeout_rate,UP,2024-01-02T07:47:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000113,EP-000113,SVC-0001,service_error_rate,UP,2024-01-02T08:04:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000114,EP-000114,SVC-0002,service_error_rate,UP,2024-01-02T08:21:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000115,EP-000115,SVC-0002,request_timeout_rate,UP,2024-01-02T08:38:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000116,EP-000116,SVC-0002,request_timeout_rate,UP,2024-01-02T08:55:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000117,EP-000117,SVC-0001,transaction_failure_rate,UP,2024-01-02T09:12:00+00:00,CRITICAL,SEVERE,SYNTHETIC
OBS-000118,EP-000118,SVC-0002,queue_depth,UP,2024-01-02T09:29:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000119,EP-000119,SVC-0002,connection_failure_rate,UP,2024-01-02T09:46:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000120,EP-000120,SVC-0002,queue_depth,UP,2024-01-02T10:03:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000121,EP-000121,SVC-0001,queue_depth,UP,2024-01-02T10:20:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000122,EP-000122,SVC-0002,connection_failure_rate,UP,2024-01-02T10:37:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000123,EP-000123,SVC-0002,request_timeout_rate,UP,2024-01-02T10:54:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000124,EP-000124,SVC-0002,transaction_failure_rate,UP,2024-01-02T11:11:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000125,EP-000125,SVC-0001,queue_depth,UP,2024-01-02T11:28:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000126,EP-000126,SVC-0002,queue_depth,UP,2024-01-02T11:45:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000127,EP-000127,SVC-0002,request_timeout_rate,UP,2024-01-02T12:02:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000128,EP-000128,SVC-0002,connection_failure_rate,UP,2024-01-02T12:19:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000129,EP-000129,SVC-0001,service_error_rate,UP,2024-01-02T12:36:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000130,EP-000130,SVC-0002,authentication_failure_rate,UP,2024-01-02T12:53:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000131,EP-000131,SVC-0002,service_error_rate,UP,2024-01-02T13:10:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000132,EP-000132,SVC-0002,queue_depth,UP,2024-01-02T13:27:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000133,EP-000133,SVC-0002,service_error_rate,UP,2024-01-02T13:44:00+00:00,CRITICAL,SEVERE,SYNTHETIC
OBS-000134,EP-000134,SVC-0001,connection_failure_rate,UP,2024-01-02T14:01:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000135,EP-000135,SVC-0002,request_timeout_rate,UP,2024-01-02T14:18:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000136,EP-000136,SVC-0001,authentication_failure_rate,UP,2024-01-02T14:35:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000137,EP-000137,SVC-0002,request_latency_ms,UP,2024-01-02T14:52:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000138,EP-000138,SVC-0001,transaction_failure_rate,UP,2024-01-02T15:09:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000139,EP-000139,SVC-0002,transaction_failure_rate,UP,2024-01-02T15:26:00+00:00,CRITICAL,SEVERE,SYNTHETIC
OBS-000140,EP-000140,SVC-0001,queue_depth,UP,2024-01-02T15:43:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000141,EP-000141,SVC-0002,request_timeout_rate,UP,2024-01-02T16:00:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000142,EP-000142,SVC-0001,connection_failure_rate,UP,2024-01-02T16:17:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000143,EP-000143,SVC-0002,transaction_failure_rate,UP,2024-01-02T16:34:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000144,EP-000144,SVC-0001,service_error_rate,UP,2024-01-02T16:51:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000145,EP-000145,SVC-0002,service_error_rate,UP,2024-01-02T17:08:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000146,EP-000146,SVC-0001,request_latency_ms,UP,2024-01-02T17:25:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000147,EP-000147,SVC-0002,transaction_failure_rate,UP,2024-01-02T17:42:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000148,EP-000148,SVC-0001,authentication_failure_rate,UP,2024-01-02T17:59:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000149,EP-000149,SVC-0002,request_latency_ms,UP,2024-01-02T18:16:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000150,EP-000150,SVC-0001,request_timeout_rate,UP,2024-01-02T18:33:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000151,EP-000151,SVC-0002,transaction_failure_rate,UP,2024-01-02T18:50:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000152,EP-000152,SVC-0001,service_error_rate,UP,2024-01-02T19:07:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000153,EP-000153,SVC-0002,request_timeout_rate,UP,2024-01-02T19:24:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000154,EP-000154,SVC-0001,queue_depth,UP,2024-01-02T19:41:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000155,EP-000155,SVC-0002,service_error_rate,UP,2024-01-02T19:58:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000156,EP-000156,SVC-0001,request_latency_ms,UP,2024-01-02T20:15:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000157,EP-000157,SVC-0002,transaction_failure_rate,UP,2024-01-02T20:32:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000158,EP-000158,SVC-0001,connection_failure_rate,UP,2024-01-02T20:49:00+00:00,CRITICAL,SEVERE,SYNTHETIC
OBS-000159,EP-000159,SVC-0002,request_latency_ms,UP,2024-01-02T21:06:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000160,EP-000160,SVC-0001,authentication_failure_rate,UP,2024-01-02T21:23:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000161,EP-000161,SVC-0002,service_error_rate,UP,2024-01-02T21:40:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000162,EP-000162,SVC-0001,connection_failure_rate,UP,2024-01-02T21:57:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000163,EP-000163,SVC-0002,service_error_rate,UP,2024-01-02T22:14:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000164,EP-000164,SVC-0001,transaction_failure_rate,UP,2024-01-02T22:31:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000165,EP-000165,SVC-0002,transaction_failure_rate,UP,2024-01-02T22:48:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000166,EP-000166,SVC-0001,queue_depth,UP,2024-01-02T23:05:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000167,EP-000167,SVC-0002,request_latency_ms,UP,2024-01-02T23:22:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000168,EP-000168,SVC-0001,queue_depth,UP,2024-01-02T23:39:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000169,EP-000169,SVC-0002,connection_failure_rate,UP,2024-01-02T23:56:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000170,EP-000170,SVC-0001,request_timeout_rate,UP,2024-01-03T00:13:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000171,EP-000171,SVC-0002,transaction_failure_rate,UP,2024-01-03T00:30:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000172,EP-000172,SVC-0001,service_error_rate,UP,2024-01-03T00:47:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000173,EP-000173,SVC-0002,request_timeout_rate,UP,2024-01-03T01:04:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000174,EP-000174,SVC-0001,request_latency_ms,UP,2024-01-03T01:21:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000175,EP-000175,SVC-0002,request_timeout_rate,UP,2024-01-03T01:38:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000176,EP-000176,SVC-0001,authentication_failure_rate,UP,2024-01-03T01:55:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000177,EP-000177,SVC-0002,service_error_rate,UP,2024-01-03T02:12:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000178,EP-000178,SVC-0001,request_timeout_rate,UP,2024-01-03T02:29:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000179,EP-000179,SVC-0002,connection_failure_rate,UP,2024-01-03T02:46:00+00:00,CRITICAL,SEVERE,SYNTHETIC
OBS-000180,EP-000180,SVC-0001,queue_depth,UP,2024-01-03T03:03:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000181,EP-000181,SVC-0002,queue_depth,UP,2024-01-03T03:20:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000182,EP-000182,SVC-0001,request_timeout_rate,UP,2024-01-03T03:37:00+00:00,CRITICAL,SEVERE,SYNTHETIC
OBS-000183,EP-000183,SVC-0002,service_error_rate,UP,2024-01-03T03:54:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000184,EP-000184,SVC-0001,transaction_failure_rate,UP,2024-01-03T04:11:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000185,EP-000185,SVC-0002,authentication_failure_rate,UP,2024-01-03T04:28:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000186,EP-000186,SVC-0001,request_latency_ms,UP,2024-01-03T04:45:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000187,EP-000187,SVC-0001,connection_failure_rate,UP,2024-01-03T05:02:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000188,EP-000188,SVC-0003,authentication_failure_rate,UP,2024-01-03T05:19:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000189,EP-000189,SVC-0001,service_error_rate,UP,2024-01-03T05:36:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000190,EP-000190,SVC-0001,authentication_failure_rate,UP,2024-01-03T05:53:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000191,EP-000191,SVC-0007,authentication_failure_rate,UP,2024-01-03T06:10:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000192,EP-000192,SVC-0001,queue_depth,UP,2024-01-03T06:27:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000193,EP-000193,SVC-0001,connection_failure_rate,UP,2024-01-03T06:44:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000194,EP-000194,SVC-0001,service_error_rate,UP,2024-01-03T07:01:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000195,EP-000195,SVC-0001,authentication_failure_rate,UP,2024-01-03T07:18:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-000196,EP-000196,SVC-0003,request_timeout_rate,UP,2024-01-03T07:35:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-000197,EP-000197,SVC-0001,service_error_rate,UP,2024-01-03T07:52:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000198,EP-000198,SVC-0001,authentication_failure_rate,UP,2024-01-03T08:09:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-000199,EP-000199,SVC-0007,authentication_failure_rate,UP,2024-01-03T08:26:00+00:00,HIGH,SEVERE,SYNTHETIC
