outcome_id,incident_id,episode_id,known_error_id,scenario_pattern,entity_id,recommendation,approval_decision,human_modification,action_performed,outcome,recovery_minutes,recurrence_within_24h,prior_confidence,evidence_usefulness_score,recorded_at,data_classification
OUT-000012,INC-000012,EP-000012,KE-0007,SOFTWARE_REGRESSION,COMP-0020,RESTART_COMPONENT,APPROVED,,RESTART_COMPONENT,NOT_RESOLVED,462,False,,0.475,2024-01-01T11:18:00+00:00,SYNTHETIC
OUT-000013,INC-000013,EP-000013,KE-0007,SOFTWARE_REGRESSION,COMP-0027,ROLLBACK_RELEASE,APPROVED,CHANGED_REMEDIATION,ROLLBACK_RELEASE,RESOLVED,103,False,,0.583,2024-01-01T05:36:00+00:00,SYNTHETIC
OUT-000014,INC-000014,EP-000014,KE-0007,SOFTWARE_REGRESSION,COMP-0004,ROLLBACK_RELEASE,APPROVED,,ROLLBACK_RELEASE,RESOLVED,126,False,,0.502,2024-01-01T06:16:00+00:00,SYNTHETIC
OUT-000015,INC-000015,EP-000015,KE-0007,SOFTWARE_REGRESSION,COMP-0011,ROLLBACK_RELEASE,APPROVED,,ROLLBACK_RELEASE,RESOLVED,113,False,,0.831,2024-01-01T06:20:00+00:00,SYNTHETIC
OUT-000016,INC-000016,EP-000016,KE-0008,DATA_STORE_CONTENTION,DATA-0010,TERMINATE_BLOCKING_WORKLOAD,APPROVED,CHANGED_REMEDIATION,TERMINATE_BLOCKING_WORKLOAD,RESOLVED,142,False,,0.782,2024-01-01T07:06:00+00:00,SYNTHETIC
OUT-000017,INC-000017,EP-000017,KE-0008,DATA_STORE_CONTENTION,DATA-0007,TERMINATE_BLOCKING_WORKLOAD,APPROVED,,TERMINATE_BLOCKING_WORKLOAD,RESOLVED,43,False,,0.421,2024-01-01T05:44:00+00:00,SYNTHETIC
OUT-000018,INC-000018,EP-000018,KE-0008,DATA_STORE_CONTENTION,DATA-0004,TERMINATE_BLOCKING_WORKLOAD,APPROVED,,TERMINATE_BLOCKING_WORKLOAD,RESOLVED,51,False,,0.932,2024-01-01T06:09:00+00:00,SYNTHETIC
OUT-000019,INC-000019,EP-000019,KE-0008,DATA_STORE_CONTENTION,DATA-0001,TERMINATE_BLOCKING_WORKLOAD,APPROVED,,TERMINATE_BLOCKING_WORKLOAD,RESOLVED,117,True,,0.468,2024-01-01T07:32:00+00:00,SYNTHETIC
OUT-000020,INC-000020,EP-000020,KE-0008,DATA_STORE_CONTENTION,DATA-0008,RESTART_DATABASE,APPROVED,,RESTART_DATABASE,NOT_RESOLVED,139,False,,0.787,2024-01-01T08:11:00+00:00,SYNTHETIC
OUT-000021,INC-000021,EP-000021,KE-0008,DATA_STORE_CONTENTION,DATA-0005,TERMINATE_BLOCKING_WORKLOAD,APPROVED,,TERMINATE_BLOCKING_WORKLOAD,NOT_RESOLVED,566,False,,0.861,2024-01-01T15:35:00+00:00,SYNTHETIC
OUT-000022,INC-000022,EP-000022,KE-0008,DATA_STORE_CONTENTION,DATA-0002,RESTART_DATABASE,APPROVED,,RESTART_DATABASE,NOT_RESOLVED,143,False,,0.463,2024-01-01T08:49:00+00:00,SYNTHETIC
OUT-000023,INC-000023,EP-000023,KE-0008,DATA_STORE_CONTENTION,DATA-0009,TERMINATE_BLOCKING_WORKLOAD,APPROVED,,TERMINATE_BLOCKING_WORKLOAD,RESOLVED,41,False,,0.683,2024-01-01T07:24:00+00:00,SYNTHETIC
OUT-000024,INC-000024,EP-000024,KE-0009,QUEUE_BACKLOG,DATA-0007,SCALE_CONSUMERS,APPROVED,,SCALE_CONSUMERS,RESOLVED,138,False,,0.504,2024-01-01T09:18:00+00:00,SYNTHETIC
OUT-000025,INC-000025,EP-000025,KE-0009,QUEUE_BACKLOG,DATA-0004,SCALE_CONSUMERS,APPROVED,,SCALE_CONSUMERS,RESOLVED,94,True,,0.562,2024-01-01T08:51:00+00:00,SYNTHETIC
OUT-000026,INC-000026,EP-000026,KE-0009,QUEUE_BACKLOG,DATA-0001,SCALE_CONSUMERS,REJECTED,,,NOT_EXECUTED,0,False,,0.0,2024-01-01T07:54:00+00:00,SYNTHETIC
OUT-000027,INC-000027,EP-000027,KE-0009,QUEUE_BACKLOG,DATA-0008,SCALE_CONSUMERS,APPROVED,,SCALE_CONSUMERS,RESOLVED,41,False,,0.843,2024-01-01T08:32:00+00:00,SYNTHETIC
OUT-000028,INC-000028,EP-000028,KE-0009,QUEUE_BACKLOG,DATA-0005,SCALE_CONSUMERS,APPROVED,,SCALE_CONSUMERS,RESOLVED,51,False,,0.617,2024-01-01T08:59:00+00:00,SYNTHETIC
OUT-000029,INC-000029,EP-000029,KE-0009,QUEUE_BACKLOG,DATA-0002,SCALE_CONSUMERS,APPROVED,,SCALE_CONSUMERS,RESOLVED,118,False,,0.561,2024-01-01T10:23:00+00:00,SYNTHETIC
OUT-000030,INC-000030,EP-000030,KE-0009,QUEUE_BACKLOG,DATA-0009,SCALE_CONSUMERS,APPROVED,CHANGED_REMEDIATION,SCALE_CONSUMERS,RESOLVED,75,False,,0.377,2024-01-01T09:57:00+00:00,SYNTHETIC
OUT-000031,INC-000031,EP-000031,KE-0009,QUEUE_BACKLOG,DATA-0006,SCALE_CONSUMERS,APPROVED,,SCALE_CONSUMERS,RESOLVED,175,True,,0.732,2024-01-01T11:54:00+00:00,SYNTHETIC
OUT-000032,INC-000032,EP-000032,KE-0009,QUEUE_BACKLOG,DATA-0003,SCALE_CONSUMERS,APPROVED,,SCALE_CONSUMERS,RESOLVED,61,False,,0.563,2024-01-01T10:17:00+00:00,SYNTHETIC
OUT-000033,INC-000033,EP-000033,KE-0009,QUEUE_BACKLOG,DATA-0010,SCALE_CONSUMERS,APPROVED,CHANGED_REMEDIATION,SCALE_CONSUMERS,RESOLVED,14,False,,0.642,2024-01-01T09:53:00+00:00,SYNTHETIC
OUT-000034,INC-000034,EP-000034,KE-0009,QUEUE_BACKLOG,DATA-0007,SCALE_CONSUMERS,APPROVED,,SCALE_CONSUMERS,RESOLVED,182,False,,0.366,2024-01-01T12:52:00+00:00,SYNTHETIC
OUT-000035,INC-000035,EP-000035,KE-0010,SECURE_GATEWAY_POLICY,POL-0002,ROLLBACK_GATEWAY_POLICY,APPROVED,,ROLLBACK_GATEWAY_POLICY,RESOLVED,36,False,,0.582,2024-01-01T10:43:00+00:00,SYNTHETIC
OUT-000036,INC-000036,EP-000036,KE-0010,SECURE_GATEWAY_POLICY,POL-0001,ROLLBACK_GATEWAY_POLICY,APPROVED,,ROLLBACK_GATEWAY_POLICY,RESOLVED,98,False,,0.497,2024-01-01T12:02:00+00:00,SYNTHETIC
OUT-000037,INC-000037,EP-000037,KE-0010,SECURE_GATEWAY_POLICY,POL-0004,ROLLBACK_GATEWAY_POLICY,REJECTED,,,NOT_EXECUTED,0,False,,0.0,2024-01-01T11:01:00+00:00,SYNTHETIC
OUT-000038,INC-000038,EP-000038,KE-0010,SECURE_GATEWAY_POLICY,POL-0003,ROLLBACK_GATEWAY_POLICY,APPROVED,CHANGED_REMEDIATION,ROLLBACK_GATEWAY_POLICY,RESOLVED,121,False,,0.506,2024-01-01T12:59:00+00:00,SYNTHETIC
OUT-000039,INC-000039,EP-000039,KE-0010,SECURE_GATEWAY_POLICY,POL-0002,RESTART_GATEWAY,APPROVED,,RESTART_GATEWAY,NOT_RESOLVED,413,False,,0.357,2024-01-01T18:08:00+00:00,SYNTHETIC
OUT-000040,INC-000040,EP-000040,KE-0010,SECURE_GATEWAY_POLICY,POL-0001,ROLLBACK_GATEWAY_POLICY,APPROVED,,ROLLBACK_GATEWAY_POLICY,RESOLVED,14,False,,0.446,2024-01-01T11:52:00+00:00,SYNTHETIC
OUT-000041,INC-000041,EP-000041,KE-0010,SECURE_GATEWAY_POLICY,POL-0004,ROLLBACK_GATEWAY_POLICY,APPROVED,CHANGED_REMEDIATION,ROLLBACK_GATEWAY_POLICY,RESOLVED,89,False,,0.641,2024-01-01T13:18:00+00:00,SYNTHETIC
OUT-000042,INC-000042,EP-000042,KE-0010,SECURE_GATEWAY_POLICY,POL-0003,ROLLBACK_GATEWAY_POLICY,APPROVED,,ROLLBACK_GATEWAY_POLICY,RESOLVED,181,False,,0.727,2024-01-01T15:07:00+00:00,SYNTHETIC
OUT-000043,INC-000043,EP-000043,KE-0010,SECURE_GATEWAY_POLICY,POL-0002,ROLLBACK_GATEWAY_POLICY,APPROVED,,ROLLBACK_GATEWAY_POLICY,RESOLVED,16,False,,0.525,2024-01-01T12:43:00+00:00,SYNTHETIC
OUT-000044,INC-000044,EP-000044,KE-0010,SECURE_GATEWAY_POLICY,POL-0001,ROLLBACK_GATEWAY_POLICY,APPROVED,,ROLLBACK_GATEWAY_POLICY,RESOLVED,91,False,,0.655,2024-01-01T14:11:00+00:00,SYNTHETIC
OUT-000045,INC-000045,EP-000045,KE-0010,SECURE_GATEWAY_POLICY,POL-0004,RESTART_GATEWAY,APPROVED,,RESTART_GATEWAY,NOT_RESOLVED,537,False,,0.822,2024-01-01T21:54:00+00:00,SYNTHETIC
OUT-000046,INC-000046,EP-000046,KE-0010,SECURE_GATEWAY_POLICY,POL-0003,ROLLBACK_GATEWAY_POLICY,APPROVED,,ROLLBACK_GATEWAY_POLICY,RESOLVED,180,False,,0.427,2024-01-01T16:14:00+00:00,SYNTHETIC
OUT-000047,INC-000047,EP-000047,KE-0010,SECURE_GATEWAY_POLICY,POL-0002,RESTART_GATEWAY,APPROVED,,RESTART_GATEWAY,NOT_RESOLVED,462,False,,0.626,2024-01-01T21:13:00+00:00,SYNTHETIC
OUT-000048,INC-000048,EP-000048,KE-0010,SECURE_GATEWAY_POLICY,POL-0001,ROLLBACK_GATEWAY_POLICY,APPROVED,,ROLLBACK_GATEWAY_POLICY,RESOLVED,91,False,,0.53,2024-01-01T15:19:00+00:00,SYNTHETIC
OUT-000049,INC-000049,EP-000049,KE-0011,CONFIGURATION_DRIFT,POL-0003,RESTART_COMPONENT,APPROVED,,RESTART_COMPONENT,NOT_RESOLVED,256,False,,0.791,2024-01-01T18:21:00+00:00,SYNTHETIC
OUT-000050,INC-000050,EP-000050,KE-0011,CONFIGURATION_DRIFT,POL-0002,RESTORE_GOVERNED_CONFIGURATION,APPROVED,,RESTORE_GOVERNED_CONFIGURATION,NOT_RESOLVED,106,False,,0.357,2024-01-01T16:08:00+00:00,SYNTHETIC
OUT-000051,INC-000051,EP-000051,KE-0011,CONFIGURATION_DRIFT,POL-0001,RESTORE_GOVERNED_CONFIGURATION,APPROVED,,RESTORE_GOVERNED_CONFIGURATION,RESOLVED,63,False,,0.396,2024-01-01T15:42:00+00:00,SYNTHETIC
OUT-000052,INC-000052,EP-000052,KE-0011,CONFIGURATION_DRIFT,POL-0004,RESTORE_GOVERNED_CONFIGURATION,APPROVED,,RESTORE_GOVERNED_CONFIGURATION,RESOLVED,151,False,,0.358,2024-01-01T17:27:00+00:00,SYNTHETIC
OUT-000053,INC-000053,EP-000053,KE-0011,CONFIGURATION_DRIFT,POL-0003,RESTORE_GOVERNED_CONFIGURATION,APPROVED,,RESTORE_GOVERNED_CONFIGURATION,RESOLVED,118,False,,0.724,2024-01-01T17:11:00+00:00,SYNTHETIC
OUT-000054,INC-000054,EP-000054,KE-0011,CONFIGURATION_DRIFT,POL-0002,RESTORE_GOVERNED_CONFIGURATION,APPROVED,,RESTORE_GOVERNED_CONFIGURATION,RESOLVED,105,False,,0.759,2024-01-01T17:15:00+00:00,SYNTHETIC
OUT-000055,INC-000055,EP-000055,KE-0011,CONFIGURATION_DRIFT,POL-0001,RESTORE_GOVERNED_CONFIGURATION,APPROVED,,RESTORE_GOVERNED_CONFIGURATION,RESOLVED,108,False,,0.497,2024-01-01T17:35:00+00:00,SYNTHETIC
OUT-000056,INC-000056,EP-000056,KE-0011,CONFIGURATION_DRIFT,POL-0004,RESTORE_GOVERNED_CONFIGURATION,APPROVED,,RESTORE_GOVERNED_CONFIGURATION,RESOLVED,152,False,,0.605,2024-01-01T18:36:00+00:00,SYNTHETIC
OUT-000057,INC-000057,EP-000057,KE-0011,CONFIGURATION_DRIFT,POL-0003,RESTORE_GOVERNED_CONFIGURATION,APPROVED,CHANGED_REMEDIATION,RESTORE_GOVERNED_CONFIGURATION,RESOLVED,43,False,,0.433,2024-01-01T17:04:00+00:00,SYNTHETIC
OUT-000058,INC-000058,EP-000058,KE-0011,CONFIGURATION_DRIFT,POL-0002,RESTORE_GOVERNED_CONFIGURATION,APPROVED,CHANGED_REMEDIATION,RESTORE_GOVERNED_CONFIGURATION,RESOLVED,139,True,,0.938,2024-01-01T18:57:00+00:00,SYNTHETIC
OUT-000059,INC-000059,EP-000059,KE-0011,CONFIGURATION_DRIFT,POL-0001,RESTORE_GOVERNED_CONFIGURATION,APPROVED,,RESTORE_GOVERNED_CONFIGURATION,RESOLVED,105,False,,0.921,2024-01-01T18:40:00+00:00,SYNTHETIC
OUT-000060,INC-000060,EP-000060,KE-0011,CONFIGURATION_DRIFT,POL-0004,RESTART_COMPONENT,APPROVED,,RESTART_COMPONENT,NOT_RESOLVED,386,False,,0.734,2024-01-01T23:38:00+00:00,SYNTHETIC
OUT-000061,INC-000061,EP-000061,KE-0011,CONFIGURATION_DRIFT,POL-0003,RESTORE_GOVERNED_CONFIGURATION,APPROVED,,RESTORE_GOVERNED_CONFIGURATION,RESOLVED,100,False,,0.499,2024-01-01T19:09:00+00:00,SYNTHETIC
OUT-000062,INC-000062,EP-000062,KE-0011,CONFIGURATION_DRIFT,POL-0002,RESTORE_GOVERNED_CONFIGURATION,APPROVED,,RESTORE_GOVERNED_CONFIGURATION,RESOLVED,117,False,,0.496,2024-01-01T19:43:00+00:00,SYNTHETIC
OUT-000063,INC-000063,EP-000063,KE-0011,CONFIGURATION_DRIFT,POL-0001,RESTORE_GOVERNED_CONFIGURATION,APPROVED,,RESTORE_GOVERNED_CONFIGURATION,RESOLVED,39,False,,0.818,2024-01-01T18:42:00+00:00,SYNTHETIC
OUT-000064,INC-000064,EP-000064,KE-0012,CAPACITY_EXHAUSTION,DATA-0008,SCALE_CAPACITY,APPROVED,,SCALE_CAPACITY,RESOLVED,133,False,,0.789,2024-01-01T20:33:00+00:00,SYNTHETIC
OUT-000065,INC-000065,EP-000065,KE-0012,CAPACITY_EXHAUSTION,DATA-0005,SCALE_CAPACITY,APPROVED,,SCALE_CAPACITY,RESOLVED,185,False,,0.663,2024-01-01T21:42:00+00:00,SYNTHETIC
OUT-000066,INC-000066,EP-000066,KE-0012,CAPACITY_EXHAUSTION,DATA-0002,RESTART_COMPONENT,APPROVED,,RESTART_COMPONENT,NOT_RESOLVED,586,False,,0.832,2024-01-02T04:40:00+00:00,SYNTHETIC
OUT-000067,INC-000067,EP-000067,KE-0012,CAPACITY_EXHAUSTION,DATA-0009,SCALE_CAPACITY,APPROVED,CHANGED_REMEDIATION,SCALE_CAPACITY,RESOLVED,149,False,,0.639,2024-01-01T21:40:00+00:00,SYNTHETIC
OUT-000068,INC-000068,EP-000068,KE-0012,CAPACITY_EXHAUSTION,DATA-0006,SCALE_CAPACITY,APPROVED,,SCALE_CAPACITY,RESOLVED,55,False,,0.856,2024-01-01T20:23:00+00:00,SYNTHETIC
OUT-000069,INC-000069,EP-000069,KE-0012,CAPACITY_EXHAUSTION,DATA-0003,SCALE_CAPACITY,APPROVED,,SCALE_CAPACITY,RESOLVED,102,False,,0.731,2024-01-01T21:27:00+00:00,SYNTHETIC
OUT-000070,INC-000070,EP-000070,KE-0012,CAPACITY_EXHAUSTION,DATA-0010,SCALE_CAPACITY,APPROVED,,SCALE_CAPACITY,RESOLVED,56,False,,0.404,2024-01-01T20:58:00+00:00,SYNTHETIC
OUT-000071,INC-000071,EP-000071,KE-0012,CAPACITY_EXHAUSTION,DATA-0007,SCALE_CAPACITY,APPROVED,CHANGED_REMEDIATION,SCALE_CAPACITY,RESOLVED,34,False,,0.524,2024-01-01T20:53:00+00:00,SYNTHETIC
OUT-000072,INC-000072,EP-000072,KE-0012,CAPACITY_EXHAUSTION,DATA-0004,RESTART_COMPONENT,APPROVED,,RESTART_COMPONENT,NOT_RESOLVED,236,False,,0.947,2024-01-02T00:32:00+00:00,SYNTHETIC
OUT-000073,INC-000073,EP-000073,KE-0012,CAPACITY_EXHAUSTION,DATA-0001,SCALE_CAPACITY,APPROVED,,SCALE_CAPACITY,RESOLVED,67,False,,0.707,2024-01-01T22:00:00+00:00,SYNTHETIC
OUT-000074,INC-000074,EP-000074,KE-0012,CAPACITY_EXHAUSTION,DATA-0008,SCALE_CAPACITY,APPROVED,CHANGED_REMEDIATION,SCALE_CAPACITY,RESOLVED,107,False,,0.629,2024-01-01T22:57:00+00:00,SYNTHETIC
OUT-000075,INC-000075,EP-000075,KE-0012,CAPACITY_EXHAUSTION,DATA-0005,SCALE_CAPACITY,APPROVED,,SCALE_CAPACITY,RESOLVED,57,False,,0.764,2024-01-01T22:24:00+00:00,SYNTHETIC
OUT-000076,INC-000076,EP-000076,KE-0012,CAPACITY_EXHAUSTION,DATA-0002,RESTART_COMPONENT,APPROVED,,RESTART_COMPONENT,NOT_RESOLVED,270,False,,0.667,2024-01-02T02:14:00+00:00,SYNTHETIC
OUT-000077,INC-000077,EP-000077,KE-0012,CAPACITY_EXHAUSTION,DATA-0009,SCALE_CAPACITY,APPROVED,,SCALE_CAPACITY,RESOLVED,109,False,,0.936,2024-01-01T23:50:00+00:00,SYNTHETIC
OUT-000078,INC-000078,EP-000078,KE-0012,CAPACITY_EXHAUSTION,DATA-0006,SCALE_CAPACITY,APPROVED,CHANGED_REMEDIATION,SCALE_CAPACITY,RESOLVED,154,False,,0.685,2024-01-02T00:52:00+00:00,SYNTHETIC
OUT-000079,INC-000079,EP-000079,KE-0012,CAPACITY_EXHAUSTION,DATA-0003,SCALE_CAPACITY,APPROVED,CHANGED_REMEDIATION,SCALE_CAPACITY,RESOLVED,82,False,,0.644,2024-01-01T23:57:00+00:00,SYNTHETIC
OUT-000080,INC-000080,EP-000080,KE-0012,CAPACITY_EXHAUSTION,DATA-0010,SCALE_CAPACITY,APPROVED,,SCALE_CAPACITY,RESOLVED,8,False,,0.528,2024-01-01T23:12:00+00:00,SYNTHETIC
OUT-000081,INC-000081,EP-000081,KE-0012,CAPACITY_EXHAUSTION,DATA-0007,SCALE_CAPACITY,APPROVED,,SCALE_CAPACITY,RESOLVED,79,True,,0.437,2024-01-02T00:28:00+00:00,SYNTHETIC
OUT-000082,INC-000082,EP-000082,KE-0012,CAPACITY_EXHAUSTION,DATA-0004,SCALE_CAPACITY,REJECTED,,,NOT_EXECUTED,0,False,,0.0,2024-01-01T23:46:00+00:00,SYNTHETIC
OUT-000083,INC-000083,EP-000083,KE-0012,CAPACITY_EXHAUSTION,DATA-0001,SCALE_CAPACITY,APPROVED,CHANGED_REMEDIATION,SCALE_CAPACITY,RESOLVED,24,False,,0.535,2024-01-02T00:07:00+00:00,SYNTHETIC
OUT-000084,INC-000084,EP-000084,KE-0012,CAPACITY_EXHAUSTION,DATA-0008,SCALE_CAPACITY,APPROVED,,SCALE_CAPACITY,RESOLVED,60,False,,0.365,2024-01-02T01:00:00+00:00,SYNTHETIC
OUT-000085,INC-000085,EP-000085,KE-0012,CAPACITY_EXHAUSTION,DATA-0005,SCALE_CAPACITY,APPROVED,,SCALE_CAPACITY,RESOLVED,66,False,,0.575,2024-01-02T01:23:00+00:00,SYNTHETIC
OUT-000086,INC-000086,EP-000086,KE-0012,CAPACITY_EXHAUSTION,DATA-0002,RESTART_COMPONENT,APPROVED,,RESTART_COMPONENT,NOT_RESOLVED,371,False,,0.515,2024-01-02T06:45:00+00:00,SYNTHETIC
OUT-000087,INC-000087,EP-000087,KE-0012,CAPACITY_EXHAUSTION,DATA-0009,SCALE_CAPACITY,APPROVED,,SCALE_CAPACITY,NOT_RESOLVED,348,False,,0.64,2024-01-02T06:39:00+00:00,SYNTHETIC
OUT-000088,INC-000088,EP-000088,KE-0012,CAPACITY_EXHAUSTION,DATA-0006,SCALE_CAPACITY,APPROVED,,SCALE_CAPACITY,RESOLVED,39,False,,0.562,2024-01-02T01:47:00+00:00,SYNTHETIC
OUT-000089,INC-000089,EP-000089,KE-0012,CAPACITY_EXHAUSTION,DATA-0003,SCALE_CAPACITY,APPROVED,CHANGED_REMEDIATION,SCALE_CAPACITY,RESOLVED,75,False,,0.757,2024-01-02T02:40:00+00:00,SYNTHETIC
OUT-000090,INC-000090,EP-000090,KE-0012,CAPACITY_EXHAUSTION,DATA-0010,RESTART_COMPONENT,APPROVED,,RESTART_COMPONENT,NOT_RESOLVED,547,False,,0.611,2024-01-02T10:49:00+00:00,SYNTHETIC
OUT-000091,INC-000091,EP-000091,KE-0012,CAPACITY_EXHAUSTION,DATA-0007,SCALE_CAPACITY,APPROVED,,SCALE_CAPACITY,RESOLVED,80,False,,0.596,2024-01-02T03:19:00+00:00,SYNTHETIC
OUT-000092,INC-000092,EP-000092,KE-0013,CERTIFICATE_EXPIRY,POL-0001,ROTATE_CERTIFICATE,APPROVED,,ROTATE_CERTIFICATE,RESOLVED,85,False,,0.931,2024-01-02T03:41:00+00:00,SYNTHETIC
OUT-000093,INC-000093,EP-000093,KE-0013,CERTIFICATE_EXPIRY,POL-0004,ROTATE_CERTIFICATE,APPROVED,CHANGED_REMEDIATION,ROTATE_CERTIFICATE,RESOLVED,165,False,,0.84,2024-01-02T05:18:00+00:00,SYNTHETIC
OUT-000094,INC-000094,EP-000094,KE-0013,CERTIFICATE_EXPIRY,POL-0003,ROTATE_CERTIFICATE,APPROVED,,ROTATE_CERTIFICATE,RESOLVED,168,False,,0.526,2024-01-02T05:38:00+00:00,SYNTHETIC
OUT-000095,INC-000095,EP-000095,KE-0013,CERTIFICATE_EXPIRY,POL-0002,ROTATE_CERTIFICATE,APPROVED,CHANGED_REMEDIATION,ROTATE_CERTIFICATE,RESOLVED,85,False,,0.476,2024-01-02T04:32:00+00:00,SYNTHETIC
OUT-000096,INC-000096,EP-000096,KE-0013,CERTIFICATE_EXPIRY,POL-0001,ROTATE_CERTIFICATE,APPROVED,,ROTATE_CERTIFICATE,RESOLVED,45,False,,0.359,2024-01-02T04:09:00+00:00,SYNTHETIC
OUT-000097,INC-000097,EP-000097,KE-0013,CERTIFICATE_EXPIRY,POL-0004,ROTATE_CERTIFICATE,APPROVED,,ROTATE_CERTIFICATE,RESOLVED,18,False,,0.945,2024-01-02T04:01:00+00:00,SYNTHETIC
OUT-000098,INC-000098,EP-000098,KE-0013,CERTIFICATE_EXPIRY,POL-0003,ROTATE_CERTIFICATE,APPROVED,,ROTATE_CERTIFICATE,RESOLVED,29,True,,0.743,2024-01-02T04:27:00+00:00,SYNTHETIC
OUT-000099,INC-000099,EP-000099,KE-0013,CERTIFICATE_EXPIRY,POL-0002,ROTATE_CERTIFICATE,APPROVED,,ROTATE_CERTIFICATE,RESOLVED,15,False,,0.674,2024-01-02T04:35:00+00:00,SYNTHETIC
OUT-000100,INC-000100,EP-000100,KE-0013,CERTIFICATE_EXPIRY,POL-0001,ROTATE_CERTIFICATE,APPROVED,,ROTATE_CERTIFICATE,RESOLVED,84,False,,0.495,2024-01-02T05:56:00+00:00,SYNTHETIC
OUT-000101,INC-000101,EP-000101,KE-0013,CERTIFICATE_EXPIRY,POL-0004,ROTATE_CERTIFICATE,APPROVED,,ROTATE_CERTIFICATE,RESOLVED,115,False,,0.719,2024-01-02T06:44:00+00:00,SYNTHETIC
OUT-000102,INC-000102,EP-000102,KE-0013,CERTIFICATE_EXPIRY,POL-0003,ROTATE_CERTIFICATE,APPROVED,,ROTATE_CERTIFICATE,RESOLVED,170,False,,0.782,2024-01-02T07:56:00+00:00,SYNTHETIC
OUT-000103,INC-000103,EP-000103,KE-0013,CERTIFICATE_EXPIRY,POL-0002,RESTART_COMPONENT,APPROVED,,RESTART_COMPONENT,RESOLVED,120,False,,0.812,2024-01-02T07:23:00+00:00,SYNTHETIC
OUT-000104,INC-000104,EP-000104,KE-0013,CERTIFICATE_EXPIRY,POL-0001,ROTATE_CERTIFICATE,APPROVED,CHANGED_REMEDIATION,ROTATE_CERTIFICATE,RESOLVED,170,False,,0.843,2024-01-02T08:30:00+00:00,SYNTHETIC
OUT-000105,INC-000105,EP-000105,KE-0013,CERTIFICATE_EXPIRY,POL-0004,ROTATE_CERTIFICATE,APPROVED,,ROTATE_CERTIFICATE,NOT_RESOLVED,571,False,,0.896,2024-01-02T15:28:00+00:00,SYNTHETIC
