episode_id,incident_id,true_cause_family,true_root_entity_id,true_pattern_id,correct_remediation,propagation_targets,change_id,cause_selection_stream,background_stream,data_classification
EP-000028,INC-000028,CAPACITY_EXHAUSTION,COMP-0365,KE-0022,SCALE_CAPACITY,"[""APP-0065"", ""CAP-0093"", ""CLOUD-0015"", ""COMP-0031"", ""COMP-0074"", ""COMP-0120"", ""COMP-0122"", ""COMP-0245"", ""COMP-0271"", ""COMP-0396"", ""COMP-0405"", ""DATA-0045"", ""INFRA-0093"", ""INFRA-0124"", ""POL-0002"", ""POL-0004"", ""POL-0026"", ""POL-0032"", ""POL-0049"", ""SVC-0065"", ""TEAM-0065"", ""VENDOR-0005"", ""VENDOR-0012"", ""VENDOR-0041""]",,cause:21:1,background:EP-000028,SYNTHETIC
EP-000029,INC-000029,CAPACITY_EXHAUSTION,COMP-0372,KE-0022,SCALE_CAPACITY,"[""APP-0072"", ""CAP-0014"", ""CLOUD-0022"", ""COMP-0110"", ""COMP-0150"", ""DATA-0009"", ""DATA-0121"", ""INFRA-0061"", ""INFRA-0072"", ""INFRA-0087"", ""POL-0047"", ""SVC-0072"", ""TEAM-0072""]",,cause:21:2,background:EP-000029,SYNTHETIC
EP-000030,INC-000030,CAPACITY_EXHAUSTION,COMP-0379,KE-0022,SCALE_CAPACITY,"[""APP-0079"", ""CAP-0035"", ""CLOUD-0029"", ""COMP-0129"", ""COMP-0247"", ""COMP-0265"", ""COMP-0305"", ""COMP-0401"", ""COMP-0435"", ""DATA-0059"", ""DATA-0090"", ""DATA-0130"", ""DATA-0140"", ""INFRA-0099"", ""INFRA-0120"", ""POL-0018"", ""POL-0030"", ""POL-0042"", ""POL-0049"", ""POL-0050"", ""POL-0062"", ""POL-0070"", ""SVC-0079"", ""TEAM-0079""]",CHG-000030,cause:21:3,background:EP-000030,SYNTHETIC
EP-000031,INC-000031,CERTIFICATE_EXPIRY,INFRA-0095,KE-0023,ROTATE_CERTIFICATE,"[""APP-0079"", ""CAP-0035"", ""CLOUD-0086"", ""CLOUD-0093"", ""CLOUD-0105"", ""CLOUD-0117"", ""CLOUD-0215"", ""COMP-0235"", ""POL-0025"", ""SVC-0001"", ""SVC-0009"", ""SVC-0030"", ""SVC-0051"", ""SVC-0055"", ""SVC-0064"", ""SVC-0076"", ""SVC-0079"", ""SVC-0129"", ""SVC-0135"", ""SVC-0252"", ""SVC-0265"", ""SVC-0271"", ""TEAM-0069"", ""TEAM-0079""]",CHG-000031,cause:22:0,background:EP-000031,SYNTHETIC
EP-000032,INC-000032,IDENTITY_DEGRADATION,VENDOR-0032,KE-0024,RESTORE_IDENTITY_DEPENDENCY,"[""SVC-0004"", ""SVC-0058"", ""SVC-0118"", ""SVC-0163"", ""SVC-0166"", ""SVC-0168"", ""SVC-0172"", ""SVC-0181"", ""SVC-0183"", ""SVC-0187"", ""SVC-0220"", ""SVC-0279"", ""SVC-0282""]",,cause:23:0,background:EP-000032,SYNTHETIC
EP-000033,INC-000033,IDENTITY_DEGRADATION,VENDOR-0039,KE-0024,RESTORE_IDENTITY_DEPENDENCY,"[""SVC-0022"", ""SVC-0051"", ""SVC-0070"", ""SVC-0104"", ""SVC-0146"", ""SVC-0178"", ""SVC-0192"", ""SVC-0201"", ""SVC-0204"", ""SVC-0205"", ""SVC-0227"", ""SVC-0254""]",CHG-000033,cause:23:1,background:EP-000033,SYNTHETIC
EP-000034,INC-000034,NETWORK_PATH_DEGRADATION,INFRA-0129,KE-0025,REROUTE_TRAFFIC,"[""APP-0139"", ""CAP-0015"", ""CLOUD-0002"", ""CLOUD-0060"", ""CLOUD-0090"", ""CLOUD-0186"", ""CLOUD-0282"", ""CLOUD-0343"", ""COMP-0409"", ""POL-0059"", ""SVC-0029"", ""SVC-0045"", ""SVC-0075"", ""SVC-0107"", ""SVC-0132"", ""SVC-0139"", ""SVC-0196"", ""SVC-0214"", ""SVC-0227"", ""SVC-0243"", ""SVC-0248"", ""SVC-0253"", ""TEAM-0017"", ""TEAM-0019""]",CHG-000034,cause:24:0,background:EP-000034,SYNTHETIC
EP-000035,INC-000035,NETWORK_PATH_DEGRADATION,INFRA-0136,KE-0025,REROUTE_TRAFFIC,"[""CLOUD-0150"", ""CLOUD-0174"", ""CLOUD-0294"", ""COMP-0136"", ""POL-0066"", ""SVC-0024"", ""SVC-0036"", ""SVC-0038"", ""SVC-0072"", ""SVC-0084"", ""SVC-0109"", ""SVC-0118"", ""SVC-0120"", ""SVC-0128"", ""SVC-0136"", ""SVC-0147"", ""SVC-0165"", ""SVC-0181"", ""SVC-0239"", ""SVC-0265"", ""SVC-0276"", ""SVC-0288"", ""TEAM-0031""]",,cause:24:1,background:EP-000035,SYNTHETIC
EP-000036,INC-000036,NETWORK_PATH_DEGRADATION,INFRA-0003,KE-0025,REROUTE_TRAFFIC,"[""APP-0065"", ""CAP-0033"", ""CLOUD-0187"", ""CLOUD-0230"", ""COMP-0283"", ""POL-0003"", ""SVC-0011"", ""SVC-0023"", ""SVC-0042"", ""SVC-0056"", ""SVC-0058"", ""SVC-0063"", ""SVC-0066"", ""SVC-0081"", ""SVC-0115"", ""SVC-0136"", ""SVC-0140"", ""SVC-0150"", ""SVC-0157"", ""SVC-0195"", ""SVC-0201"", ""SVC-0245"", ""SVC-0272"", ""SVC-0279"", ""TEAM-0005""]",CHG-000036,cause:24:2,background:EP-000036,SYNTHETIC
EP-000037,INC-000037,EXTERNAL_VENDOR_OUTAGE,VENDOR-0006,KE-0026,WAIT_AND_FAILOVER,"[""SVC-0011"", ""SVC-0054"", ""SVC-0077"", ""SVC-0090"", ""SVC-0122"", ""SVC-0130"", ""SVC-0133"", ""SVC-0145"", ""SVC-0211"", ""SVC-0221"", ""SVC-0224"", ""SVC-0257"", ""SVC-0281""]",,cause:25:0,background:EP-000037,SYNTHETIC
EP-000038,INC-000038,EXTERNAL_VENDOR_OUTAGE,VENDOR-0013,KE-0026,WAIT_AND_FAILOVER,"[""SVC-0013"", ""SVC-0028"", ""SVC-0068"", ""SVC-0073"", ""SVC-0094"", ""SVC-0108"", ""SVC-0118"", ""SVC-0133"", ""SVC-0193"", ""SVC-0213"", ""SVC-0253"", ""SVC-0271""]",,cause:25:1,background:EP-000038,SYNTHETIC
EP-000039,INC-000039,EXTERNAL_VENDOR_OUTAGE,VENDOR-0020,KE-0026,WAIT_AND_FAILOVER,"[""SVC-0019"", ""SVC-0021"", ""SVC-0043"", ""SVC-0045"", ""SVC-0054"", ""SVC-0056"", ""SVC-0165"", ""SVC-0167"", ""SVC-0169"", ""SVC-0190"", ""SVC-0195"", ""SVC-0216"", ""SVC-0295""]",CHG-000039,cause:25:2,background:EP-000039,SYNTHETIC
EP-000040,INC-000040,EXTERNAL_VENDOR_OUTAGE,VENDOR-0027,KE-0026,WAIT_AND_FAILOVER,"[""SVC-0052"", ""SVC-0054"", ""SVC-0061"", ""SVC-0102"", ""SVC-0124"", ""SVC-0129"", ""SVC-0142"", ""SVC-0174"", ""SVC-0184"", ""SVC-0267"", ""SVC-0271"", ""SVC-0280""]",,cause:25:3,background:EP-000040,SYNTHETIC
EP-000041,INC-000041,SOFTWARE_REGRESSION,COMP-0443,KE-0027,ROLLBACK_RELEASE,"[""APP-0143"", ""CAP-0027"", ""CLOUD-0093"", ""COMP-0019"", ""COMP-0159"", ""COMP-0374"", ""COMP-0387"", ""COMP-0397"", ""COMP-0418"", ""COMP-0420"", ""COMP-0485"", ""COMP-0500"", ""DATA-0062"", ""DATA-0108"", ""DATA-0113"", ""DATA-0123"", ""POL-0003"", ""POL-0026"", ""POL-0034"", ""POL-0052"", ""POL-0055"", ""SVC-0143"", ""TEAM-0023"", ""VENDOR-0005""]",,cause:26:0,background:EP-000041,SYNTHETIC
EP-000042,INC-000042,DATA_STORE_CONTENTION,DATA-0140,KE-0028,TERMINATE_BLOCKING_WORKLOAD,"[""COMP-0207"", ""COMP-0260"", ""COMP-0438"", ""COMP-0453"", ""COMP-0492"", ""DATA-0011"", ""DATA-0016"", ""DATA-0024"", ""DATA-0034"", ""DATA-0038"", ""DATA-0040"", ""DATA-0053"", ""DATA-0064"", ""DATA-0070"", ""DATA-0071"", ""DATA-0074"", ""DATA-0077"", ""DATA-0080"", ""DATA-0085"", ""DATA-0120"", ""DATA-0122"", ""DATA-0131"", ""DATA-0141"", ""SVC-0207""]",,cause:27:0,background:EP-000042,SYNTHETIC
EP-000043,INC-000043,DATA_STORE_CONTENTION,DATA-0147,KE-0028,TERMINATE_BLOCKING_WORKLOAD,"[""COMP-0147"", ""COMP-0223"", ""COMP-0296"", ""COMP-0307"", ""COMP-0320"", ""COMP-0384"", ""COMP-0454"", ""COMP-0467"", ""DATA-0013"", ""DATA-0024"", ""DATA-0025"", ""DATA-0034"", ""DATA-0048"", ""DATA-0054"", ""DATA-0068"", ""DATA-0100"", ""DATA-0106"", ""DATA-0114"", ""DATA-0125"", ""DATA-0131"", ""DATA-0142"", ""DATA-0152"", ""POL-0033"", ""POL-0051"", ""SVC-0147""]",,cause:27:1,background:EP-000043,SYNTHETIC
EP-000044,INC-000044,QUEUE_BACKLOG,DATA-0157,KE-0029,SCALE_CONSUMERS,"[""COMP-0024"", ""COMP-0083"", ""COMP-0157"", ""COMP-0203"", ""COMP-0317"", ""COMP-0326"", ""COMP-0402"", ""COMP-0418"", ""COMP-0477"", ""DATA-0009"", ""DATA-0027"", ""DATA-0039"", ""DATA-0043"", ""DATA-0048"", ""DATA-0057"", ""DATA-0067"", ""DATA-0070"", ""DATA-0078"", ""DATA-0080"", ""DATA-0097"", ""DATA-0101"", ""DATA-0102"", ""DATA-0131"", ""DATA-0140"", ""SVC-0024""]",,cause:28:0,background:EP-000044,SYNTHETIC
EP-000045,INC-000045,QUEUE_BACKLOG,DATA-0004,KE-0029,SCALE_CONSUMERS,"[""COMP-0067"", ""COMP-0159"", ""COMP-0227"", ""COMP-0252"", ""COMP-0302"", ""COMP-0387"", ""COMP-0399"", ""DATA-0014"", ""DATA-0018"", ""DATA-0027"", ""DATA-0035"", ""DATA-0042"", ""DATA-0063"", ""DATA-0065"", ""DATA-0067"", ""DATA-0083"", ""DATA-0088"", ""DATA-0106"", ""DATA-0125"", ""DATA-0132"", ""DATA-0139"", ""DATA-0146"", ""SVC-0159""]",CHG-000045,cause:28:1,background:EP-000045,SYNTHETIC
EP-000046,INC-000046,QUEUE_BACKLOG,DATA-0011,KE-0029,SCALE_CONSUMERS,"[""COMP-0011"", ""COMP-0171"", ""COMP-0252"", ""COMP-0331"", ""COMP-0415"", ""COMP-0491"", ""COMP-0495"", ""DATA-0006"", ""DATA-0024"", ""DATA-0030"", ""DATA-0035"", ""DATA-0037"", ""DATA-0067"", ""DATA-0070"", ""DATA-0079"", ""DATA-0095"", ""DATA-0109"", ""DATA-0110"", ""DATA-0113"", ""DATA-0119"", ""DATA-0122"", ""DATA-0131"", ""DATA-0140"", ""DATA-0158"", ""SVC-0011""]",,cause:28:2,background:EP-000046,SYNTHETIC
EP-000047,INC-000047,SECURE_GATEWAY_POLICY,POL-0004,KE-0030,ROLLBACK_GATEWAY_POLICY,"[""COMP-0183"", ""COMP-0192"", ""COMP-0224"", ""COMP-0271"", ""COMP-0436"", ""INFRA-0004"", ""INFRA-0074"", ""SVC-0001"", ""SVC-0056"", ""SVC-0102"", ""SVC-0176"", ""SVC-0180"", ""SVC-0182""]",,cause:29:0,background:EP-000047,SYNTHETIC
EP-000048,INC-000048,SECURE_GATEWAY_POLICY,POL-0011,KE-0030,ROLLBACK_GATEWAY_POLICY,"[""COMP-0010"", ""COMP-0140"", ""COMP-0278"", ""COMP-0303"", ""COMP-0466"", ""COMP-0471"", ""INFRA-0011"", ""INFRA-0081"", ""SVC-0018"", ""SVC-0070"", ""SVC-0150"", ""SVC-0235"", ""SVC-0237""]",CHG-000048,cause:29:1,background:EP-000048,SYNTHETIC
EP-000049,INC-000049,SECURE_GATEWAY_POLICY,POL-0018,KE-0030,ROLLBACK_GATEWAY_POLICY,"[""COMP-0182"", ""COMP-0270"", ""COMP-0329"", ""COMP-0434"", ""COMP-0440"", ""INFRA-0018"", ""INFRA-0088"", ""SVC-0002"", ""SVC-0188"", ""SVC-0242"", ""SVC-0246"", ""SVC-0277""]",CHG-000049,cause:29:2,background:EP-000049,SYNTHETIC
